review_id,sentiment_score,stars
-A2KYbJuX33VB_84YfhMUg,-0.7,1
JJJXMUpW4Vw2puzEvkLFng,-0.9,1
7Z-3a-hQ0xInDjSMxg22Zg,-0.6,1
k2woW1lVPb6CDsD35Ss6Pg,0.0,5
7VFhmY8UgDiNdV0gzN3Uuw,0.8,5
YavZiDYgViBD1I24sKqGYQ,0.7,5
LuetR_-A_4ZzxaIhmV1tMQ,0.0,2
cxLGYf5bPU-wsDG5LBUVeg,0.95,5
rMOr81aMr8a_5_TM-KUj0g,0.8,2
LZKHm5pi-DtgouDtrIzAfQ,0.85,5
klYmupNXs5W_dF8GxEMJ-A,0.7,5
96jR1ta5P2B9dK621XuNKA,-0.9,1
3Adi-tfRA-pFTeo8A8IqBg,-0.8,1
EpW_RasCAWOnBaOH4zxVTA,0.9,5
Su1fSP9FSJMyksHXFlCC6w,0.8,4
PGumxbw8Y66uDq73iXF5hQ,0.0,4
Uw5-RSfKTIj5f4CWgigmDw,0.8,5
rTblbtOokTy6XVq79rDgBg,0.8,5
AhLLvNWimvzPRyRB2zfv3g,-0.7,2
pXM88P8T7FXe4XGEPJbq1Q,-0.8,2
q_B888y743XMWFLRVtn5Yw,0.8,5
UHtOcW0GOu0iBPpcPyLlxQ,0.9,5
Tg5qsrsyueL0eHkZft9Q8Q,0.6,4
wJdkklC8vR89CAtyjjdmjg,-0.8,1
1JiTDsSUV7OD3RxKyZHC3Q,0.7,4
IWjSZC0MLEF3gnZEUTnLcg,0.6,5
mEAubZQKbmIL0Zjmw8Z_rQ,0.8,4
KRhiZZSCqT56-FajfmBzcA,0.6,4
tGRawDgqpt58KUhMk11s6Q,-0.8,2
ixuFWi5Sxr_FvQx0r8G_sg,0.7,5
x9OSrrO9eLQGBI_AhHj-8A,-0.9,1
0SR4WeJ0VfApFAqM0WTycw,0.95,5
yxwP78EWhtPI0fOIHWtIxg,0.8,5
kR9Dh40H_0JDB9uOzbEqTA,0.85,5
4H1qoXel_GoM9o4KXW6ylA,0.9,5
rqeyP7imVNL4V14AKWiqOQ,0.8,4
ElrtamTGoMuf-4qwCT4CXg,0.85,4
DnGwzbqK8tq6IkqgjZnNJQ,0.8,5
Jey6CvWrOuDA7P2bX1sTPg,0.9,5
l_RP-sQE81LceUaUtwH58Q,-0.4,3
NImmdMzmuIThkaVEVhMP5Q,-0.8,1
ioN38VkjY160j8EZ_AzwKA,-0.5,1
IF6J8ajv-hHUJ3GSSqOspA,-0.1,4
q6LKw7u9UiDFC7BzIXrYGg,0.9,5
CLHqnvgkhZrSogxWDsQ9Pw,0.8,5
bo_DAyk6P9cJUkLb0KM_CA,0.7,5
k137ISpBSRZ-97rCKqAUAw,0.95,5
C_hBstbMUp1oB2Iei-AJ7w,-0.3,4
DAqi9f1xSxE_wpXZeTYuUg,0.7,5
5x0vdiDfw9H71AWWmP3L7w,0.8,5
xsG7m_7nrglV-oqPMz0pEw,0.6,4
njlKLt45ikoV86sddpZXog,0.7,5
yQKht-WENESfKzBQVivJ6w,0.9,5
cG6qCYWVLCvv-Mp_cs5xaw,0.3,3
au2t9nLlGLxu_LS9vwogKA,-0.8,2
eyOzRti4NeAyxSfU0yDHVw,0.85,5
6cKP_DqmeTK63xoYhz816w,0.9,5
-_zOkGxdL4tUdktOjtQrMg,0.8,5
swvhn-93CzPNzejHRvaNCA,-0.6,2
7i8J_bYFqz1Nppi0EwfLuQ,0.7,4
PnzzzCGau1_Y8MqtRh_3Dg,0.75,5
QGK9SjVpRIVmyE5xjC-URQ,0.85,5
Mem2t5f-7wZ862yD6QUfWw,0.9,5
qPSGZFwM37fX__RKscee8g,0.85,5
4f2anyN4WX0423fumGWPcg,0.8,5
zFFw85lJaag3kQPpj8QRQQ,0.88,5
EEu23zTTjqhuO55kpe_dnA,0.92,5
KlIa3He9NuJChymQ2tqyjg,0.8,4
XnlESGPTrou7iXuswiDc0g,0.6,5
3NxrhkBxhj8gos9RI1JxlA,-0.9,1
a9WcJUvsxgElHVZ2zmBxzQ,0.7,5
P2igkMiHIY48qG8FO0UCEQ,-0.8,1
cyc7tasuOj4bwpgJbdX9uw,0.9,5
Znj6d7nTqLzN1aP6J4xCXw,0.0,5
MQ6E7jv6ift0LuxWlC3wEA,0.85,5
GxPf3bhVpEIqGHiR6fKG3w,0.9,4
1lSTzbySQI7YrK19n0Xjcw,0.88,5
kg-6z6YhLt12n23qDtMtDg,-0.8,1
4OqLZ8JI_-YMQ1J8adBikg,-0.6,2
6xtTpe0etWZ4I3QCDUuztw,0.9,5
6opxgMohlcX7nTCLtGo85g,0.8,5
u0FlWj1RvrV6tnKd6C3GVw,0.85,5
G0OJ12oiDkw_D2G-2tiwiQ,-0.8,1
HzVL7xK1_-clbb_RO66-UA,0.85,4
_2rQG9fZc9tz-fexcuf5tA,0.9,5
zribwHqfZ1I5Fkw2aWnGuw,-0.3,3
KpHbGCzqm37JfBYMt2xgjA,0.7,5
TCjGamJOanqoGlD-bu4DWg,-0.9,1
VC4lV1Xz3KF2g4DuJkpDeQ,-0.85,1
jsIUoBJhsis9aBogzVz0fg,-0.8,1
IIWMO1pfAei3c-Mo8I-RFA,0.0,3
8zJRhmNlypbNmY5iviOTfQ,-0.9,1
-QnfLyoKiTnlNd7tDkgsZQ,-0.6,3
MeOYaCb-M9kQPIiP9fNQZA,-0.7,1
35DDmig4gAB7-9IEb-_dkg,-0.6,1
mr0ZYFbY7AHCkUtv6E8vjg,-0.8,2
Gjll6CaHCdGS9reSu_-0nw,-0.9,1
gKl-fJEkxO18OsDEoe_BxQ,0.8,5
_2RF4pBk96MX1m6esM7eoQ,-0.7,1
j6NmmRU4tij4Vsb4pyQHpw,0.7,5
0kICicK4mp8DbYB5IPSbug,0.5,4
7dPYYXAXylizZGzGDDXEnQ,0.9,5
DEecNGcMckOwgSIO-fjDyQ,0.9,5
L8x0F0hVbbpSZ65qYxTRfw,0.85,5
phRWedq1TzocG2KfLXu8cw,0.8,5
331AwDVvfapAMU49I1vFng,0.75,5
xO86DghztJr6HBWFyGWfmQ,0.8,5
QwxTfRo8uzy2iSeb4tSelw,0.8,4
IoiqOUFUpB3AUMMfQ8QFsg,-0.4,3
xnPYsccJEyz0_O9ipIKzlA,0.75,5
EYZ3AyQ3gO92WuNiB7e7Tw,0.85,5
q4Ib60lC4qweI1q8wW0VTQ,0.8,5
_ajX7GORm4Ur2lIzSfHasw,-0.6,3
H-yxoSNv-ARJoOXoONBTyA,0.8,5
lHIOzSAryaDOXPJ9i89ChA,0.9,5
oF4ahgxVs8RqTYLg6zGMCA,0.85,5
S-U4WdO71AD8oBnKnyntxA,0.7,5
3-4xiZOWYk4dFbbSdrZrLw,-0.8,2
kFB9dxGT5KnFRNsC30YT3g,0.0,4
OoIayMEuh0v5izRQXdiolw,0.6,4
NIaxueQP2GIyrKZ1_wAGMA,0.8,5
P5WEKmBOBQKZFqvlw_BS2Q,0.9,5
lzB9GLRBZyO6qCCce-S_aw,0.8,5
Y-4VdrkuHvSRmjeOxd-Jng,-0.9,1
jRdBwJ8XsXJj5Yc6Uli0RA,-0.6,1
Spg63NyFMRgVt8iNjbvvxQ,0.9,5
54VA_j6L2IhLbo7VPajTgg,-0.8,2
64hJz1AfuB8rOy_VfW6ZvQ,0.9,5
yvAJMyI9_6jkxl9jDIqn7w,0.0,3
XVyxnom01yLCzMCjp2TPSA,0.8,5
7wsW_nj1f0UZEfH3lvhnFw,0.85,5
AIlJU-pQ9mcOb-reKoUIsw,0.0,5
choa3mquLEAiat1Z6QZxJA,0.9,5
uk_cIKHPRogB4lOdTy_Ytw,0.8,5
9PSA4ewl6pYAWRTn7e1FfA,0.85,5
EPn2LqyF36Puz_lLnpCi9Q,-0.6,1
OCmncGmbBfx0pb4Qrww-Mg,0.9,5
6jDqKQwP4ISy1LhhjFVTaQ,-0.8,1
1LhEwmfGJ9gbjrEMNsNmkw,0.9,5
GceRtm4zwpF_PuHd_yjzPA,-0.6,3
4jUheibPV_RtVnfaNCT8UQ,0.8,5
AR626vDztj42_8IlrpKXnQ,0.5,3
u4ZBMDyZGu4DopdOWrE3DA,-0.6,3
96sK94cnid7Me8wTUjUY3g,0.0,5
f0WELE1Lh-XQv0U8ES_aSg,-0.7,4
VE9gvahOChLO2wZG3ytmTg,-0.4,2
aUMgOWFRuBodAZc7_vwGxQ,0.8,5
vp5397k5XkJxS_Kbr97Fsg,0.9,5
RciJzgF_yf2o4mXEkmn-rw,0.8,5
zGGg0HQWEGRrC7JlYN5W1w,0.85,5
nO9348MYbPJFNNCptKIxQw,0.88,5
vz-LbXWE2XYajbH8aelMhw,0.86,5
A6cMYLlZdZ5hTnv7Rk9NkQ,0.8,5
wDsr3dJHzbQtHveYT-F8-g,0.9,5
03bqBx7FF8lxOuIfHWXfbg,0.85,5
yn8JPICCnpJLGsx1lGSKjg,0.0,3
J_uti7dHG-aYWy1KfbgCXQ,0.6,4
1qML3z5puBx-HqdX6eLmcg,-0.9,1
cJqBVZBEX0Ya1J0WPfWiKA,-0.4,2
kM1EL7mXKmAv8u-ts4E9Qw,-0.6,1
vmINlqNQ2MCVztK-0_h-7g,0.8,4
-hfcybfWPoLlKJDmBpC5cA,0.9,5
SpqIOYIxF83LVTzrpTJufQ,0.9,5
4vGn5RClQg1VA9mdw_3-Vg,0.85,5
qsmxc1HVw1Pr5OWuIDluIw,0.88,5
heLMzMj-um1GI4E6D_8sIQ,0.8,5
SO4C4yYKnnjR2tzxh6KG4g,0.9,5
SMOSafALI1s6brrrEjK_Xg,0.9,5
PxugaHc5gOgkzUZGql837Q,0.85,5
uZN-mq9AlwWDpyMRtJuzJg,0.8,5
qOsAk2zvHju_y2jcuzuzEg,0.85,5
l9URhVfhJ0GiN3-ooQWhrg,0.9,5
DNlKtyOPm-Uq9sky_7Jxkw,0.9,5
Dkt6l8gyO6qgu2O1-19KHQ,-0.8,1
XNHvOdGfINwxAdiLkUzpqQ,-0.7,1
kyD12NahddSZdmtnT1O7cw,0.8,4
ZyVNcK0a4F-yuipx-naR4A,0.0,1
VfHP1kOOr5nLW1o7S10F2w,-0.8,1
Sz7rhDRYZ6D_5zrNYrbI3A,0.9,5
C7ZVCqR7Hn-cKw_P-Lz9xw,0.7,4
D0c-ijYaBitcCxfJ1b7lNQ,0.8,4
baMyVXVP72Rx6lpfeDhxiQ,-0.6,5
a_jEiijZD8slppcawCsTPw,0.9,5
VKllOCm_4hZlXkscjkRifw,-0.9,1
rR_4svd4A7R8zZFPLPH5Yg,-0.8,1
QRzaXM-toXOaMcrJGb2EOw,-0.85,1
QRIQ2LzcodP4SgR_fl-_oA,-0.7,1
xpNl0aDKqrUfTqAH4vEKcg,-0.9,1
ic4158ZR-RKyJke20HhkBg,-0.85,1
dx2SNYPgStvlptCP6Alckg,0.8,5
9YW1Ow753s_soa5b91Z6AA,0.6,4
AZjB5a0HQrCTYkcOCVjYJg,-0.4,2
eP2qA9Rf8cyikS5KcM1k7w,0.9,5
M1HlCItIZyib4tZZQzqklA,-0.6,2
RJ1y9BzgQSXxLWlid3F1XQ,0.8,5
yptyY2fnQD9d_2Ecezrk9w,-0.8,2
EWn7T2zNPCBS5ef4--KXiA,0.5,4
6-oTUtEIJluglRQmZ0-yQg,0.8,4
SVLLNaMAeUAuWyr8PdxOcA,-0.6,1
cPa0HnMFNwZEBQIkqgfF-w,0.7,4
2cjyRj82VYaPhUhmO4vi3g,0.0,4
lT6Wh032um2EMj4pZPabOQ,-0.7,2
adwLUC3furbYF3ijfGMwQg,-0.9,1
CDhXL4Jt-vNG8ZY88gaFyg,-0.8,1
aUFDOHYOqMMYXg2G_rZA6g,-0.95,1
Owl6kZQ6Tvlb6A3UZQTFMQ,-0.6,2
-E8NaMpvdqcf8Z231Rb5DQ,0.1,4
71s0VWNU0OKp2Ri9RLyY-Q,0.8,4
svICk-d9XsY-Y90rTJqcMQ,0.9,5
oFN7M4EKqtSVlo8tHreNaA,0.85,5
gFomxUVWsPSmet3G-nmV6g,-0.7,1
AJb1DGMBcEG1M9aTAU-i4A,0.6,5
5WsMUjawy2CRGtT4Lbq5dQ,-0.6,2
E20SXbHPcLZ_QxsWnSuozA,0.8,5
zZ2K1tt6fxdwEMJFVN0mYA,0.9,4
q8aTaQLDsqE_voALKmOm6Q,0.85,5
7asPtFAw075CexByG5bPbw,-0.7,1
FMy1vPJGOnNwRApb_cAiFQ,0.8,5
vZTUZDrUNS1eke5WAZx4uQ,-0.7,2
LTfwxiURLqf-fl9UErcE0w,0.8,5
PrcoLKHwsNqq5QN71BfEAw,0.85,4
j0xXeuD8qBvv7hSWu6gtPg,-0.5,5
J3TAuevGwM30ZyWXru1Dbw,-0.7,2
3CAFoi7kY33JyJFDLSD3ZA,0.8,5
_WHeBnP5x6pePC2QJLCMFA,0.85,5
MgOuZvNG-4xaSteVr9RGNA,0.9,5
NVC93H637aNMidyspoUDXQ,0.75,5
DO0iE38j6rLlnQunxm-lxA,-0.8,3
_Njb2k5UtFyB2Vsu3WR4EA,0.8,5
W1IbhDvRr2FlWPR4LVSzmQ,0.9,5
AFrDfz-EBA_i7VELgj_qlw,0.7,5
p_GK6SCMSh9UIhenQ7qCuQ,0.75,5
Blg0GY2J3NqxSebxcxaAtA,0.8,4
tGCojIjl5V50Wek2MxPP9Q,0.6,5
AGokLKpL8WQfHYrRuhHbyA,0.9,5
pA98tgPpbpZX6DBhfl2V1w,-0.4,3
as-zTscf1gjMeFLn_dHyjg,-0.7,2
zg_4_eh7hdgfwMHcYmB9Yg,0.8,5
UF1g9Dz1Z0J5bwH_hv9K4w,0.85,5
B3j0Nov3LtcZ5H0Qzj0GMQ,0.7,4
On5rHoAVBInyOCoacPc0_g,0.75,5
qenGX24NZ2luZkSU6iuZZA,0.8,5
fgmB5zyKeG0PnPUbNG6dcQ,0.8,5
ndrYhtV1fWXbp5hPvWI1cA,-0.9,1
8yXpFmzOp1vsWMenj99eFA,-0.8,1
iABM7yliOxAOOCP2f2Kwew,-0.85,3
I-t8MfrmV4ny9e6fHJkchA,-0.9,1
7ap4y0CUs0lt7_Eagv-qUQ,-0.8,1
hVgOpWZzQOrXEjifTjf8zA,0.0,3
o7MJICTA-mXLYVPDWXRjkg,-0.9,1
9hYJXPxiIe15PcPqF4ScGQ,0.8,5
4r74bSIG55NuoTWQ9Y8MhQ,0.7,4
i1o-aaS-qWMAlI3Mrv39Yw,0.8,4
BbkSSKmLR3o0fkeOYIX15Q,0.9,5
otW1-hDSO7tvQbRXs2S9nw,-0.7,1
hp3SNVDiVDmLSHQCjF5p8A,0.85,3
2jt_Pui7umo7dOi87_DOTg,0.0,2
0wORsFLCjucCOSHZkBSBYQ,0.9,5
2-j71bGBPR7noQ57HfZQ5Q,0.85,5
ESanDxF5OTurVClOiyRycg,0.92,5
9i5NOzGTsUkyFbw7gYmjHw,0.88,5
PKf1UP_WytnQSwb-_Cmv9g,0.95,5
h6d0p14y1aOi6zDYKWTNHg,0.0,3
aQz5W2wRYZUvnFh5c_9dnQ,0.9,5
-JwG_hqyl2iIFIAeRsPpDw,0.7,5
d83hHkhUQEjX2dJOlUcHhQ,0.0,4
BzsFeJUByFojD_eBhLd94g,0.8,5
o0FhgBI6gScivYHeSTa4qQ,0.9,5
if3ezB1unKHdoh--43VSng,0.0,3
NPT06f9xcUB0obh4MyY7tg,0.95,5
iW4q3xqQsfm_qx9AMgwXFA,-0.7,1
JHqG4E7CfGteLUQMkS-rCg,0.8,4
kHrQU_foklc2tJSjm0-WCg,0.9,5
s2FaWTRRM2mpY6ihVFpsRQ,-0.8,1
dn9lBoAEfOWuQdEOLdw3Yw,0.85,5
3XG-CqGlLPhdkaIDNoSSRw,-0.9,1
WZTpwnVJXDq3ZGoU2Wvj8Q,0.8,5
aqDuGkVXBE0xLYNLKMhVlw,0.8,5
gheVcp2MwlcQ_d5DBqsh5Q,0.9,5
6ZRRavBssJlAIINRdCAO_w,0.7,5
CTlvsDc5GWxXik4XSv0DIA,-0.8,1
-gLbrMnmGF6vm66NqQtzUw,0.6,5
OFNT8GpUP9vRhlRvolP1cQ,0.7,4
Uc2_2oUXuc30mDaJBAKmPw,0.95,5
v2mCL9Cnm7NDZKuVJyKzpw,0.8,5
yHHO6N5_hrtnFma1wWij0w,0.85,5
-6AwZo_4SHIt3ZvE8VtsDw,0.9,5
iUtAqDhgfwOSVB00PVNzwg,0.8,5
uONxVAd8eJiZCx03ed0k3g,0.85,5
9b0jyHZuXYA_oSDkaZ9GKA,0.9,5
8VG2pbqpoAGPWB9uT07kWg,0.75,5
zohKKSZ_2MlMhi9TiQyjxw,0.8,5
STtCCGy5eWWuj-EZHYJZEQ,-0.8,1
8A4ELvZddMjM1hZ5Xt6CXw,0.0,5
r6GkvLrlrApjbhn6vN341Q,-0.9,2
31SsSeb5UkUlndZyTCmAqg,0.7,5
jDtn3mk55GI0V-d0BNmp3Q,0.6,5
kwSdPKLdNQnAboBudO3TfQ,0.8,5
Vgy0AhVcMW-gTxkSOvMaLw,0.75,5
e2hXU4DsFxDcNELi7soHOg,0.7,5
UHktCbpSpUwgKJeahomYlQ,0.6,4
CW4SHvGhqcBYD-JXGyYYYg,0.4,4
PWkHy4a2rnBc6b0BER40Og,0.0,2
aM-nuxe-qcK9881Gx00U-w,-0.8,1
2QACGnugvZiv_E0OrklfQA,0.9,5
vMWFJIRWInZXLrNJQgF3RQ,-0.6,1
fjUNnPCkIWOVmzUAocoUjg,-0.9,1
EnKw4g0I2fo_X0nguuFIbA,-0.8,1
QPpwuemnjOjxXoJHqyL2fw,-0.7,1
SCbvBKuks_-Tl6NGttSlzw,-0.9,1
TCR-uLClL03NDktE_nBx6g,0.8,5
VmeBlS4WJP5EMsAdiu6rAA,-0.6,1
D6G0Y8soFSHMoLj0XctmZg,-0.7,3
Y6Wtw8-0krPzF2wzozr3og,0.9,5
SHMGtDJQfYvHE45PEUO66g,0.6,5
buHKrjH0SQDBwvZgjNEcZA,-0.9,1
sKiLMUpkTY2o7dOWkgzJOw,0.0,4
8DpCWc8MwdEgtkxKImz_WQ,-0.9,1
GH-2Ex93MiF3Z0STqSB9IA,-0.8,1
H8ykkwgovnyYk9dDMmc84Q,-0.85,1
sGFWlcgn3sVCCwNVk6B_iQ,0.9,5
cx86ItboJ56xxdBhWxMs2w,0.0,3
2g-0N56N7gXwOC8IaoLhbg,-0.6,2
0QvKNVjMlDmAIeNj03TPIg,-0.85,1
xRdNNe7DyehTnL-R9ycTJg,0.75,5
ojIVimFF8_M87WTa9PHXCA,-0.9,1
2FZjUWE5QQi_MafFAb7M8w,-0.88,1
W6wisxcND8X7yrNkAIs4sA,-0.1,1
pRn3qjDxVAzsxlTiUjsJOw,0.6,5
AR_GPHG3i6jC2Me38Us1wQ,-0.7,3
EnMsNemOSJFgkGscv6_b5Q,0.5,4
BRVr25J0WHjV7nhcrpsiSA,0.7,5
h0RrNI7zwElXl0peuckEig,0.4,3
UNszJUXKXok7JRNSEyG43w,0.9,5
ApHyYX-yIuhjxEHbgX4xpw,0.6,5
WWWkJZwLwJyPpfJ5cWcA2g,0.8,5
gp5rxxzpPnvDCv0Wqe_CvQ,0.95,5
FukQ7PTl005BcMED3AqX6A,0.85,4
MwgqldYFeEmMGEV9qRiKzg,0.96,5
rY6pMkahh-1SLO2ZgAL-2Q,0.82,5
8VFfhXXqclT61IHywCLzhg,0.92,5
2UL8ejqssC6r4JJrQu4pLg,0.85,5
G30tJch6qGnZnjSqkzE2Yw,-0.15,2
J5X0fzRYmW2O6PE7U9SPdA,-0.4,3
ACw_dO65TLYleP_sSR23wA,0.8,5
6rOjkcxCQFI2NChGJkrzHg,0.9,5
yJKSERROvZTeAF--xUm7Ag,0.85,4
2XN7Fm-K7KWM80oMJTo5KA,0.7,5
KWYfFcuzHaYWDa4i1pJMEg,0.9,5
R5H9Inu0wlm4b8WKKTLC6A,0.95,5
UXVjjYauh99_L0ji3Mh2yw,0.2,4
qRaVrxn6BOqI2_ss92QMMg,-0.9,1
vtHslNaOvwt0CUmpeDwlfw,-0.95,1
7MpC6OUXBl9yprJa8qu40w,-0.9,1
ege6q33jWQOsQWd-6Kx0mQ,0.8,4
2O3B0Ueu6WO7-OZ9OdwIvA,0.85,5
uxo7_MXvll-b4YO6n-9r5Q,0.9,5
pO4tvQ3AyW14lOZOqvnAlA,0.1,3
PvtMI_dPOuuLReIwmOalEg,0.9,4
TmJgwTLM3fFYHpLY6HHhrA,0.85,5
-flDA2IITInGegqIl5qO7Q,0.8,5
CONNu7_Uh5GjYDjsmIyptA,0.95,5
D_BxlpbMeleIpPhzeTgcLA,0.9,5
d5LKCmab88BDLhGDynD38g,-0.6,3
3TKXvQwW8bdqID73Tk_22Q,0.9,5
y6v5FsHyDXdaQmNu7c4Xgw,-0.2,2
8sXdw9Ecitf5THOsLKdkNQ,0.95,5
9Z8M0sP0LRmCxGNcLHjV0w,0.9,5
blVR3Tx5l7sx-Nm-bFgC6Q,0.9,5
y8gchCM52Le3qoKExeKYmw,0.8,5
BWrqHQmpFFrVtGlE7kQYAQ,0.85,5
e6MoIg9CGWvj4Sk3VF8FxA,-0.6,2
9y67uapb8CskbUcGo7O5nA,0.9,5
3tohc8eC-9JflC4nq36Xeg,0.8,5
Mze_CL006juWHyKB38V8sA,0.1,4
b7a3vx7_OHq94QK6mG-XSg,0.95,5
V69fGUpiRcT82wh_XOihxw,0.9,5
xGeohQqbe-miC3tQ1nVPow,0.7,5
GbkmDErMTDUujTMQVR76ww,0.8,5
CF9pJk2o4evo55pe7c9nLg,0.5,4
-HDrFq_CfGWlRhF5JW6sKA,0.9,5
v4aElMtQIeOFoI0im111wA,-0.1,3
2KGtQAcLgGsyBa2j7w2DQA,0.4,3
cbLyRzPRksXNMbI5QWiNug,0.92,5
OzS-tKek9vGj_H2xrNhXDQ,0.95,5
n7nM7YonTCoHCfVZ8RMK3Q,0.88,4
F9daHMYX8UYWRUnwXy2hQA,0.93,5
yId22ZuS_bYJs7R9-Ve9AA,0.96,5
B0mbbm-8EX_IEXkcWRearA,0.8,4
2pvpyOVz3DaeGAHSQ4zsrw,-0.7,2
Jo9Ikh9LOLt6hc7SOFcGOA,-0.5,1
3bPB86i094xYfAmBj2RSAQ,0.9,5
G1G5Agh08gmWhUL8CmkJCQ,0.7,5
eCN-B62PT7QFGKtHw0t-TQ,-0.8,1
nA3ILs-4h4mEdf8tGawZqQ,-0.9,1
WSoAaUf3P4xgOEtxa9fyJQ,-0.7,1
fqMhfbueTNqNi9BghFEk7Q,0.9,5
eOyLiBn0A5cQDYt29p8W2g,0.95,5
iLqPWaETRc6dOiidk3v5Mw,0.96,5
OgQt7eSEuqFnMd9QXPfz8Q,0.84,5
C1IqSAyce3FiIgLXUFFlVQ,0.78,5
HpANMW2kiGjSSC4TwYw6Eg,0.91,5
RTJ3OtORDY9XRsiHKfNQUQ,-0.12,3
81_WgjObba_jAOuvg0CmQA,0.8,5
G87vrwXC2rLSTSOavQwtLw,-0.9,1
qARA6etk9DpsTiml4vDVBA,0.7,4
C9T4oofmobGWQKiCJ6sltA,0.85,5
Ogek-AST_9HrDcsV-M0FiQ,0.2,3
pRfvXDwurJdlv6qOjo7e1w,-0.85,2
P7777davfDlsa0AQDaK_nQ,0.2,4
bzTOl8GXB-btCSODkooYpA,0.92,5
rBEl_WyUGnDpH3c8S4-6Uw,-0.9,1
vETPYNJVOU17RtBToUouXw,-0.95,1
V_o_e0QHYY4I9ek8V3AZ_g,0.92,5
Y3S7ZdkncC8Kh5sXSFAN6Q,0.81,5
0M3o-420B-vfMb7gV93yAg,0.86,5
9NaA34TXs-uiIXozGBc_hw,0.9,5
g5ocTpWaPX74IWn_ppFeZQ,0.95,5
Gd9rCsMExBN7APDq3tFNuQ,0.8,5
Ao-lsXKBg_JYU2A06agCCg,-0.9,1
facuLADfp-9sbvbzjEPS3g,0.1,3
HfLOyIBYjSF9tgtmC9xt_g,0.7,5
sIGb_AWA-w9v3WhEy6u_Yg,-0.8,1
v8mN3tGMQm5AcLyCz-MZGQ,0.9,5
hwcnnhscT3rznnB80jtdRw,0.8,5
