business_id,merchant_status,priority_group,theme,count
D1AGSvIci0E53E1Yix1mXA,Stable,Monitor / Intervene,food_product_quality,0
gkqfNyv3D84B0WR5GZOpZQ,Declining,Growth Opportunity,food_product_quality,2
R_Wi9jh57H_OzzAVWO71Bw,Growing,Expand,food_product_quality,10
kgZjJTGNc6WjKVBiSqNUoA,Stable,Expand,food_product_quality,6
ES8YqqXVu2TO6o2iwAOYSQ,Declining,Growth Opportunity,food_product_quality,8
TcJ1bB2omO0CIoEC4xtSxg,Growing,Expand,food_product_quality,8
ktM6aYuzqWd-kA8SIWswiQ,Declining,Growth Opportunity,food_product_quality,7
nF5QByCz21MY0KLtSoB5KA,Growing,Expand,food_product_quality,6
6_Gsn1ZxSosWb6mZusap0Q,Declining,Growth Opportunity,food_product_quality,8
sCPx4Sy4I1wMeZwsTzCFRg,Stable,Monitor / Intervene,food_product_quality,3
4hH1lt7mHPbl4r2O7LH6nA,Growing,Expand,food_product_quality,4
A55glg6ynzqjNAbRyTI3ig,Growing,Expand,food_product_quality,7
WN8wJ8PiBcfSPVWtZZhZfA,Growing,Expand,food_product_quality,2
jHk1OJi16n3BlO3LxkH8cw,Declining,Growth Opportunity,food_product_quality,10
HuawlT4tXzCXL8ftyvCZ0Q,Stable,Expand,food_product_quality,4
siUk0bqIjI80KBFptR1Mcw,Declining,Growth Opportunity,food_product_quality,9
g-mnsod42xN2y_LdYpoORw,Growing,Monitor / Intervene,food_product_quality,4
gGC3SvEvxsRkRBIEU0Rfrw,Stable,Expand,food_product_quality,9
W5qWPa1LPo9stvCGeVSRAg,Declining,Growth Opportunity,food_product_quality,9
jStt26nV-CBWRGxjqCzxUw,Stable,Monitor / Intervene,food_product_quality,0
mcb8blqo4lWVl91Mrp80uQ,Growing,Expand,food_product_quality,1
iZNR8-rqsBL2afDk4Zxe8A,Growing,Monitor / Intervene,food_product_quality,3
UBj0aJ6FfMR4tdvRbQ3KSA,Stable,Monitor / Intervene,food_product_quality,3
O4wZuA6Im9gQxxddCZ3kkQ,Declining,Growth Opportunity,food_product_quality,2
JiEcu8LvmlsPh_Q6Exzp9A,Declining,Growth Opportunity,food_product_quality,7
YuhQIv_c08zqfExfSiWB6g,Growing,Monitor / Intervene,food_product_quality,6
ctHjyadbDQAtUFfkcAFEHw,Growing,Expand,food_product_quality,9
GAuweBrcC_wK3a0UhZjwfA,Stable,Expand,food_product_quality,9
7VpTJyMcAnEA-Y6vj0XV4w,Stable,Expand,food_product_quality,7
nWhAxQw3bAsvXg3Oe91okw,Growing,Monitor / Intervene,food_product_quality,1
EDSqeUjhDwB8VMnIng-Q-A,Stable,Monitor / Intervene,food_product_quality,0
v72qGvd53IxhM2m8aatOpg,Growing,Expand,food_product_quality,7
qCpdeQYPf9i1EZhTnQgjtg,Declining,Growth Opportunity,food_product_quality,9
i7H6gGM5jXMMrhr8VRZXDg,Growing,Expand,food_product_quality,8
yG5tkMER9Ftkv4RDwMaQuA,Growing,Expand,food_product_quality,10
3bMVhRoYXU4UND8G0xLflw,Declining,Growth Opportunity,food_product_quality,6
x5NLYIRLdhFBaNLLvl8Afg,Declining,Growth Opportunity,food_product_quality,7
hyXrO6RoAi5GnTl8s72Pkw,Declining,Reassess,food_product_quality,1
ra6Ejpr6Y5nJL1Um6pzTdg,Stable,Expand,food_product_quality,4
t3PkHzVTvPA8qRxKe9TIkQ,Growing,Expand,food_product_quality,8
yj0SWZvJ0tGwAywoVxPT5A,Growing,Expand,food_product_quality,10
wXKiStXyJo0zI4uCwpNFMg,Growing,Expand,food_product_quality,2
Cch7lpybfh4V0_1j8Nr3yQ,Growing,Expand,food_product_quality,10
vwAhm3pRjCEz_jNXr9vMaA,Growing,Expand,food_product_quality,4
_UOg5_pk9IhKee91eWrT4A,Declining,Growth Opportunity,food_product_quality,10
bN_9QgxdOIk4oK-6fBDJtQ,Declining,Growth Opportunity,food_product_quality,3
FvBUare-QfqoTyHIvbWkvA,Growing,Expand,food_product_quality,9
HNMN7NhEvA64Z0FDEA2Twg,Growing,Expand,food_product_quality,10
j4KA-BujEH7xmG6bD5E-gQ,Declining,Growth Opportunity,food_product_quality,9
wGnBaLvgH3hrq6C3AnO5Mg,Stable,Monitor / Intervene,food_product_quality,2
_05DcCQmCP5aGnfCnI4r9Q,Growing,Expand,food_product_quality,2
or_WcjWELDsssk2JruvJcg,Declining,Growth Opportunity,food_product_quality,2
9YyeoqIBSEL_uikPBTZZUQ,Stable,Expand,food_product_quality,7
3eAGbHu2VFz8dVNC_dO5ow,Stable,Expand,food_product_quality,5
eoj3iAmpgbRIi56yxcTQxA,Growing,Monitor / Intervene,food_product_quality,9
-n_beuzQuajaezPD2PyQvA,Stable,Monitor / Intervene,food_product_quality,1
JrG4NINLspXPNhSXg7Q07Q,Growing,Expand,food_product_quality,5
7QVS6kcmc2vfp3TDCGX-Cw,Stable,Expand,food_product_quality,2
4EXm70lqkCxZ-WtgNon8sw,Stable,Expand,food_product_quality,7
sg4zySgp0Al1WNk-JhTbHQ,Stable,Monitor / Intervene,food_product_quality,0
7LskDbqERsCsiPNKjmNnrA,Growing,Expand,food_product_quality,4
sL6fC0P4C-gyL4E5gacUeQ,Growing,Expand,food_product_quality,8
Fh7pRpok9KtmrXuY78xeug,Growing,Expand,food_product_quality,9
SBDsWNjuMFTpUDgebenNDw,Declining,Reassess,food_product_quality,4
03jQGGJ2ch0uHTtW-UUUqg,Declining,Growth Opportunity,food_product_quality,7
Qm8pSLYuVS7eIyOx5YsWBw,Growing,Expand,food_product_quality,9
u-xGrOvBv1bxtpAHk-SZ5w,Stable,Expand,food_product_quality,6
j6dvIfAzbHccoySvaqjT4w,Stable,Monitor / Intervene,food_product_quality,7
QV3Xa_GBeMdm7rOS4EaxVQ,Growing,Expand,food_product_quality,6
vXQLdqB-stL2JTP5AsPVaA,Declining,Growth Opportunity,food_product_quality,6
jWljp4qLuqr968VFA4EWrQ,Stable,Expand,food_product_quality,1
3lsE-1hRI526KHKbeytPcg,Stable,Monitor / Intervene,food_product_quality,5
kfRkKRVlaPAYOraik4JVXQ,Declining,Reassess,food_product_quality,2
MzFhaFNbE03zF84BPkN7yQ,Declining,Growth Opportunity,food_product_quality,9
uJBnnlqKIkfMq1H0RhfhJg,Stable,Monitor / Intervene,food_product_quality,2
a8_zOZgxg3lNsEyanuwluw,Growing,Expand,food_product_quality,7
309eD1s4UG_TkBNHUKAzYA,Declining,Growth Opportunity,food_product_quality,5
ObL38c-q8O9Fe-JErYG6Xw,Declining,Reassess,food_product_quality,4
vUkiYPpbkMXA99WneLSGkQ,Growing,Expand,food_product_quality,9
NDdd698xwCrCNAdaFhe-Dg,Declining,Growth Opportunity,food_product_quality,4
Cjwb7VQGP0u2eWYj1wnO3g,Growing,Monitor / Intervene,food_product_quality,0
gnpyyeWQ53WlDMJEq-YA_w,Declining,Growth Opportunity,food_product_quality,9
OX1eFYQwN1iYdFd0fkNpqw,Declining,Growth Opportunity,food_product_quality,8
Wtr51cNrv1pYyIRg_IawYQ,Declining,Growth Opportunity,food_product_quality,7
QhgrhVKlXZtSY6gRThf8zA,Growing,Expand,food_product_quality,9
qwPpnCgmvrm1WsrmyyhuvQ,Declining,Reassess,food_product_quality,5
aubXu1j7HfP50Ohc7JQ3RQ,Stable,Monitor / Intervene,food_product_quality,1
ApZoKDMHiY6sm3urIcqfxg,Growing,Expand,food_product_quality,7
nMDteyIwo3zLbqm45xBwFw,Growing,Expand,food_product_quality,6
hxPnlWZmirx7neooZykmtg,Stable,Expand,food_product_quality,8
us7g3OCOFDXjZpmYqQ-f3A,Stable,Expand,food_product_quality,7
o5Uee_gmS-y9R582PAkX6w,Declining,Growth Opportunity,food_product_quality,7
jIaycjmFK6ZecPx-tMR43A,Declining,Reassess,food_product_quality,4
z04btlhvr9rmQ00k1yVMog,Growing,Expand,food_product_quality,3
OTwwIvLkrS0zc8f1lNRstw,Stable,Expand,food_product_quality,3
_61CLj2WP5jA6X3SDDlrrg,Stable,Expand,food_product_quality,3
xa49Z4ar0PXDgjZyHrqbHQ,Declining,Growth Opportunity,food_product_quality,8
64zjcLKeEQ5_oGQDnpsj5A,Declining,Growth Opportunity,food_product_quality,8
DZglT5FP5VNDQJU3PuRIHw,Declining,Growth Opportunity,food_product_quality,9
IzyQVIJG8JAnOiRQPb0-wg,Declining,Growth Opportunity,food_product_quality,7
eFB8nsciED7EupYVyAnTyA,Declining,Growth Opportunity,food_product_quality,8
AlH5V97JSAu7AL_xdibMIg,Declining,Growth Opportunity,food_product_quality,5
SjCxvaC-OZLnOqAqHTXG_Q,Growing,Monitor / Intervene,food_product_quality,2
YzluF3FNGjnW-tOrLZt8JA,Growing,Expand,food_product_quality,8
WeDn7iD1ckcEg7YttkduWg,Declining,Growth Opportunity,food_product_quality,8
AauDx7QSes9nZOAAa4LIbQ,Declining,Growth Opportunity,food_product_quality,10
ZForVw2ZTiwDGfZ0XvZsXQ,Stable,Expand,food_product_quality,7
lS42krxXMm-HIk7dntRsKQ,Declining,Growth Opportunity,food_product_quality,8
pORvWLJb_ioqIrNo-yacfw,Declining,Growth Opportunity,food_product_quality,6
YtMgMdZfjlK6ogDIGiOJSw,Growing,Expand,food_product_quality,2
1qw5dIsQPNGLOwnuP7Wj1g,Growing,Expand,food_product_quality,0
VG_6ZamOZ3-s6ODu9BCmqQ,Stable,Monitor / Intervene,food_product_quality,1
dwkI0-b5PM2-yn-v7j2Agg,Stable,Expand,food_product_quality,5
RU0UTD_beaENcS5e9EXH-w,Declining,Reassess,food_product_quality,0
WgyhlYg3fnSgco4qLa20cg,Stable,Expand,food_product_quality,10
EI0iUUbEi3xIy74L7-GrUQ,Declining,Reassess,food_product_quality,3
EAF4MLS6x7mzq8CDpOcXXA,Stable,Monitor / Intervene,food_product_quality,1
b2egw7DXjck9sKYcBc4NCQ,Stable,Expand,food_product_quality,2
EpFFiPHKx9yP-WqOCuxRCw,Stable,Expand,food_product_quality,6
CSAJxLa_LeuIDe-lHrC03w,Stable,Monitor / Intervene,food_product_quality,1
TzqkyPTnK7dtHxnvgyn_4Q,Declining,Growth Opportunity,food_product_quality,10
mtpbu6J2Jg7RkmTSEEXtFQ,Declining,Growth Opportunity,food_product_quality,5
OiQ1eoqXMPyEUptpUX9JQA,Stable,Expand,food_product_quality,7
gWV1k7XO9DSAodAlanESFA,Stable,Expand,food_product_quality,4
332MG0dFd8d2JUcszdRdYw,Declining,Reassess,food_product_quality,5
H_EmJ9Id0pnFw2poOH2OOw,Declining,Growth Opportunity,food_product_quality,8
Odx1CHHhQICCehpWMg1w4g,Stable,Expand,food_product_quality,2
44Xh-IjWDSn7XTw1hzO50g,Growing,Expand,food_product_quality,8
8iiI_v2E9V4xXByGce05QQ,Stable,Expand,food_product_quality,7
6GePX4W6Cl8LD68zUq_MAA,Growing,Expand,food_product_quality,6
wTCA2ZJsssbOCjG0h0ZiGg,Declining,Growth Opportunity,food_product_quality,7
baF2ZFEtsIo2A1k61x3QSw,Declining,Reassess,food_product_quality,9
D8NEBGvh1DVHbyEs2cWVAQ,Growing,Monitor / Intervene,food_product_quality,1
0uWnByfZNCs0MU1Ag10ujw,Stable,Monitor / Intervene,food_product_quality,0
5bOUBsE1MH8jubPVI4fVmA,Declining,Growth Opportunity,food_product_quality,4
XBYalnLmnJH5OPNacRJIAA,Growing,Expand,food_product_quality,7
jsL0EmA3k75npcRvleq2VA,Stable,Expand,food_product_quality,8
VCTI7doVpU094lugVBP_DA,Growing,Monitor / Intervene,food_product_quality,1
6aClQOutEBgNxwVM2t_S9A,Stable,Monitor / Intervene,food_product_quality,5
OH7EpZrKPnZwZDNKQ5S8iA,Stable,Expand,food_product_quality,3
zAxWNkDWBvgNfIwTAyCBMw,Growing,Expand,food_product_quality,5
4NXtEZ7buJYC7KLzuhZg3Q,Stable,Expand,food_product_quality,9
REJ5UMeKH0Ylkf7Ym1rXMA,Growing,Expand,food_product_quality,1
ZLhu-sAejh5yGd8aV9zcGQ,Declining,Growth Opportunity,food_product_quality,9
RpNWMXXPnNkt8kmvJcP5ig,Stable,Expand,food_product_quality,4
o45O8DI0MJXYsHnoIkP0jg,Growing,Expand,food_product_quality,9
CaS4OzIfDfbYyGai0Wn3Zw,Declining,Growth Opportunity,food_product_quality,9
8hKi4SyepMGe2W1L4aQ_JQ,Growing,Monitor / Intervene,food_product_quality,1
JTjrrxgd3p80lS2h_YxsiQ,Declining,Growth Opportunity,food_product_quality,7
SNxUXrSr-XkEkSQIdjmjhA,Growing,Monitor / Intervene,food_product_quality,7
Itft7SwYFUXP02MpcijMOQ,Stable,Expand,food_product_quality,1
cGWhF0eEogy0DKPwCU9TtA,Declining,Growth Opportunity,food_product_quality,10
pdh91rffpM9QptHSXjJFVQ,Declining,Growth Opportunity,food_product_quality,6
03dIEDBsDERr6Osmey-udQ,Growing,Expand,food_product_quality,7
edU5K_QDvydTbWr4xfCfmg,Stable,Expand,food_product_quality,2
-AWclhh1_2VnqPylPgBU3g,Growing,Monitor / Intervene,food_product_quality,9
jS3affmkXWrBnidXA-DIfQ,Declining,Growth Opportunity,food_product_quality,9
S3-EuL3U_nQmiugDnYPiFw,Growing,Expand,food_product_quality,6
DHENrreqQDQx9NtuorNOZw,Declining,Reassess,food_product_quality,3
YBak8o0xCiNN4sXr3izLbg,Growing,Expand,food_product_quality,2
mciSzNKFRZ3HGgeSDuwUcw,Declining,Growth Opportunity,food_product_quality,6
UVCiRVQID_amNd_q1K5POA,Growing,Expand,food_product_quality,3
m_5jK3w7t4CS2ReIZI_grQ,Declining,Reassess,food_product_quality,3
9D0aKRGsutg8S0ClIanmrA,Growing,Expand,food_product_quality,6
f-9Su3hYbI-OCCt8Hz1wrw,Stable,Expand,food_product_quality,8
DhZVpgeBKxoLd91MiwTxpg,Declining,Growth Opportunity,food_product_quality,6
3S_g61xUct3Rmmx4rJS_mA,Stable,Monitor / Intervene,food_product_quality,1
tUcZMaE2XPp6qJK5dbZlpg,Stable,Expand,food_product_quality,10
KW2Ma_0uVm7KmBJhMI_yFA,Declining,Reassess,food_product_quality,1
SHYPQbYqbfK4CwTDjtBH7Q,Growing,Expand,food_product_quality,7
HHBbetQ-XRQYJprT5Qp9jw,Stable,Expand,food_product_quality,7
eYNcVdV5bqqg-q23_FU0Vw,Declining,Growth Opportunity,food_product_quality,6
VSpseb6oijtKffRRL_xfgQ,Declining,Growth Opportunity,food_product_quality,8
kufU0ChkDC9hZABZoUebIQ,Stable,Monitor / Intervene,food_product_quality,0
nOZOlidRcVHYn3bDcsXD_Q,Declining,Growth Opportunity,food_product_quality,6
TdrNka-oPWf4B-jN9rKltw,Stable,Expand,food_product_quality,7
YQD_Gm999Cthin64uLdOdA,Stable,Monitor / Intervene,food_product_quality,0
RalJthqqo93-7rTXGgc5Gg,Growing,Expand,food_product_quality,8
XupqzjOerK3DcIoWWIKslg,Stable,Expand,food_product_quality,6
0Nqa0zPHoB_GVucVMd9f6w,Declining,Growth Opportunity,food_product_quality,1
c6zgxvHn5j816s9DDAFYjA,Growing,Expand,food_product_quality,5
lSR0JkU7iCnR7sP-8Gjkqw,Stable,Expand,food_product_quality,3
kC2jUMTWt0v_cSWKa63QQA,Declining,Growth Opportunity,food_product_quality,4
gYYMQeg4X8FUcCxXI4c2Tw,Declining,Reassess,food_product_quality,8
LAtPOWQ6fUvaU64Yp9hyIg,Declining,Reassess,food_product_quality,7
-SCIBOTjKGJXmeMMPi-uoQ,Stable,Expand,food_product_quality,5
_Re2IwkeFUqUsPMRZK8jng,Stable,Expand,food_product_quality,8
4vy8j-L9zXXFH_wh2sVzAw,Growing,Expand,food_product_quality,8
ptXuSpg-ScJpAyE2QoLU4Q,Stable,Expand,food_product_quality,4
A37C-01zpQty9FmxvZrxEg,Declining,Growth Opportunity,food_product_quality,10
eImAdebEDD47dMd6zIx4MQ,Declining,Growth Opportunity,food_product_quality,2
kaQ-ReAmU-xO2XnQsMFwRg,Growing,Expand,food_product_quality,9
s9ceDy-cVHe0uzvZpWq87Q,Growing,Expand,food_product_quality,8
GTNh2Jx56qE5kJSOVZxZlg,Stable,Monitor / Intervene,food_product_quality,3
lWedWkinrM5j13pyimbpbA,Stable,Expand,food_product_quality,10
25sLng-w7vBXbZfyBNeOWg,Stable,Expand,food_product_quality,2
QXGnmsKYANxOyZBqM-zlJA,Growing,Expand,food_product_quality,6
a1esN1yBrh8c8jra-7WcXw,Stable,Expand,food_product_quality,10
Y7bpk83gKWgCmi7yKGTTug,Declining,Reassess,food_product_quality,0
fzYu9Rh-oqlg95QzkbIO0A,Growing,Expand,food_product_quality,6
HNXpuOxyh9XPm9sM98Ao3A,Growing,Expand,food_product_quality,10
Z0Bn-FdyZmXHBh8qQe9JLw,Growing,Expand,food_product_quality,9
69ccjOpx2iFvr1y2qas9uA,Stable,Expand,food_product_quality,9
YpUowEOcZNehoBv0lxqlpA,Declining,Reassess,food_product_quality,2
1XQWvgGDqzDoEOg0_7eWKA,Declining,Growth Opportunity,food_product_quality,7
UXOji-MYsS0SL_0ccTjbKQ,Stable,Monitor / Intervene,food_product_quality,2
sq3BcLyY4_jZf-zkO2itDA,Growing,Monitor / Intervene,food_product_quality,7
dsfRniRgfbDjC8os848B6A,Growing,Expand,food_product_quality,7
KiwskluQ7tMqZqvuf872vg,Growing,Monitor / Intervene,food_product_quality,8
7rUaXU8_IgnOrOMnN7HPQQ,Growing,Monitor / Intervene,food_product_quality,5
b9sLRv_j1eijFIEso8-RQg,Stable,Expand,food_product_quality,1
yyvFGYfw0azW5mA_th8ndQ,Stable,Expand,food_product_quality,7
-ib2qJmDKJgH_ZbtSu_HjA,Growing,Expand,food_product_quality,6
zILVkn_Gm9xASg63jWKMHw,Declining,Growth Opportunity,food_product_quality,9
a4fNrX46rTl4BE2WauPAUw,Declining,Reassess,food_product_quality,2
389Y1ecrGnPwGA4KcbiBXA,Stable,Monitor / Intervene,food_product_quality,0
o3mCQJcBBMDWzTY-FuUh9w,Stable,Expand,food_product_quality,8
jIzN5atQRz9OIeYO-Lx4mw,Growing,Expand,food_product_quality,6
Ljtd29uAWCaGK046QuvPhQ,Growing,Monitor / Intervene,food_product_quality,2
YKAcEh3jygrVpxFEugGf1g,Stable,Expand,food_product_quality,8
L1xIj8vAvZrZdfEVbH4qTg,Growing,Monitor / Intervene,food_product_quality,4
S1FwTmCAwv5ulu5gToWi_w,Declining,Growth Opportunity,food_product_quality,7
GKohndn_sMk2nWCh1jkAfg,Declining,Growth Opportunity,food_product_quality,6
1B6S6XDoX1fWnQI0_K1b1Q,Growing,Expand,food_product_quality,6
kn6zHpma8I_xBGTZpNe41A,Declining,Growth Opportunity,food_product_quality,0
9PZxjhTIU7OgPIzuGi89Ew,Growing,Expand,food_product_quality,8
03cvVjbkCOtiIt51M-MLFg,Stable,Expand,food_product_quality,2
IzTh_D90T7LZRxy1lgAG-Q,Stable,Expand,food_product_quality,2
-361Hc0tlxSYdrH_C3OgzA,Growing,Expand,food_product_quality,7
Cmw00BFD1l-_DJHPuKi2Rw,Stable,Expand,food_product_quality,9
d48Xrx8MhGtdaLvhcYzNWQ,Growing,Expand,food_product_quality,8
6XiTlNnstoTK3tUPkc0Gbw,Declining,Growth Opportunity,food_product_quality,7
7fHj6bMycSfo5-EqgN02Gg,Declining,Growth Opportunity,food_product_quality,6
9sOHuGGwb8uRVu7pANSWfg,Growing,Expand,food_product_quality,5
y930pQM0EUblQluRLkXLQg,Declining,Reassess,food_product_quality,7
zuObDJ16rxyt5ciCbhKnlA,Stable,Expand,food_product_quality,4
2z_dEk3ZllVLJvS-x18dog,Declining,Growth Opportunity,food_product_quality,4
G8qD8M6rHAMGL4Tt1SiPFA,Stable,Expand,food_product_quality,8
x4855nj7vfdXeVpg5fREZA,Growing,Monitor / Intervene,food_product_quality,0
nBqvryCdn9N_vU4rdCbnHw,Stable,Monitor / Intervene,food_product_quality,0
CO05TYrf8g0WTOB_bmE3uQ,Declining,Growth Opportunity,food_product_quality,7
1OfhM-ZKvcpxyxptCCzEwA,Declining,Growth Opportunity,food_product_quality,4
GoYSJ-YY-YwbxdgasHuq-Q,Growing,Expand,food_product_quality,7
6qRe7PF_h56tR2EkDmfg9A,Growing,Expand,food_product_quality,8
7y1zIK1ZtkkGIKeRUobThg,Declining,Reassess,food_product_quality,6
XQjnh-n0o11MhApzCfRPxg,Stable,Monitor / Intervene,food_product_quality,1
Ls3zQR47_wmUkupJXm59oQ,Stable,Expand,food_product_quality,2
K3oSW7x3LU74viHIbL8b_A,Stable,Monitor / Intervene,food_product_quality,0
FImeJg7pVG9K7wjuexmV4Q,Declining,Growth Opportunity,food_product_quality,2
jh-Sg2S4wlelkifvhjwSlg,Declining,Growth Opportunity,food_product_quality,3
UApicJDoDgayR1N1ZLL3vw,Stable,Expand,food_product_quality,6
c_MsK_ra1MB1Q9KvZgNwww,Stable,Expand,food_product_quality,2
SK5QTllf553tIKs0hGaZQg,Growing,Monitor / Intervene,food_product_quality,5
2zSQu6_cLgWAVbZ2LbSLBA,Growing,Monitor / Intervene,food_product_quality,2
pDR3n7cjtbTrkgDxfUUDtw,Declining,Growth Opportunity,food_product_quality,5
6vNOkto7t2nKHQeZ1aYQFw,Stable,Monitor / Intervene,food_product_quality,0
Y-xCFPYXWd9Ig0R_ZTd9mA,Declining,Growth Opportunity,food_product_quality,4
FLq9CEy5MCKSlMuPEhumnw,Declining,Growth Opportunity,food_product_quality,5
PzAYUWwfZqUOoL863k1gMg,Stable,Expand,food_product_quality,2
C9UylQTOh7uwZo4a7QhLyg,Stable,Expand,food_product_quality,8
mx31XU-QJIxObRGH_qvy3w,Stable,Expand,food_product_quality,2
bKaBjDbtwQh_T-3ZpKJxRQ,Stable,Expand,food_product_quality,8
ij_dE1TNqe_BHrzEGAWU4w,Declining,Growth Opportunity,food_product_quality,6
ny1N_Py01kVoGOvL9oKjMQ,Declining,Growth Opportunity,food_product_quality,8
ROeacJQwBeh05Rqg7F6TCg,Growing,Expand,staff_behavior,2
hTyJhpH7Bl5moMWQb4Sosg,Stable,Expand,staff_behavior,7
68ThEdiK0eWCEgGEmV9Tng,Stable,Expand,staff_behavior,4
eqNutOMnPqKa9QDAY6KfEw,Growing,Expand,staff_behavior,6
5m3ND7lNNd6zo-bNQGoXhQ,Stable,Monitor / Intervene,staff_behavior,3
WO5nr-4sjVs506BdCLL0aA,Declining,Growth Opportunity,staff_behavior,3
h85b3MFPWyaopMBy8DpBpA,Growing,Expand,staff_behavior,3
xkTjLbBC7uB-rAIDqAm-sw,Stable,Expand,staff_behavior,5
knA3b_WnHUJAyrIzzL9Lrg,Growing,Expand,staff_behavior,3
Bih0eT_lbbCUwKmGYpX0hw,Growing,Expand,staff_behavior,2
EmbZ4QwVt_zgfqMOCATsyA,Stable,Expand,staff_behavior,1
E-DcL1u330qwvoxXhipmUQ,Stable,Monitor / Intervene,staff_behavior,1
C_EtrXTygRX5RTUOKtO6Dg,Stable,Expand,staff_behavior,4
LnZvGYbqozanOSevcftnrw,Stable,Expand,staff_behavior,1
jULIPydhMj18KOI5OHTwfA,Declining,Growth Opportunity,staff_behavior,2
gCcJTKC40CL0XtYYGfcXDw,Declining,Growth Opportunity,staff_behavior,5
wCluBbW9nzS7MEMFltMwJw,Growing,Monitor / Intervene,staff_behavior,0
B-DiQpcSTJ7oMMnwzbAGTQ,Growing,Expand,staff_behavior,0
cx5rIVMN-FXwBkl2Kbot7w,Stable,Expand,staff_behavior,4
JUlsvVAvZvGHWFfkKm0nlg,Stable,Expand,staff_behavior,6
99zoELPcbwRBUqiPoaPqiQ,Growing,Expand,staff_behavior,5
Uc6PdjT_MO5bRPQsUUEy5Q,Stable,Expand,staff_behavior,6
PYUI1OJVksGUbCrteU68bw,Declining,Growth Opportunity,staff_behavior,5
l7b33ubze8Jqw7C4I1CAuA,Declining,Reassess,staff_behavior,7
2VuOLrhe2Iu_FRz1gEIqQA,Growing,Expand,staff_behavior,0
SwBhaxfQPbyhsi0QHUAN0A,Growing,Monitor / Intervene,staff_behavior,9
RnqU698MbIjq_eZHEzYL6g,Growing,Expand,staff_behavior,1
uBDXcXlLR9IuRV1N2m0SPQ,Stable,Expand,staff_behavior,0
tm94_vqmMMeAv01L-7FJzQ,Declining,Growth Opportunity,staff_behavior,5
cXSyVvOr9YRN9diDkaWs0Q,Growing,Expand,staff_behavior,2
UWk9hczxAjMT6y5C3826fw,Declining,Growth Opportunity,staff_behavior,1
OoFCe8VbzzCr88SGC08omw,Growing,Expand,staff_behavior,3
38yHZCHWgPZlDj5SqdNcpA,Growing,Monitor / Intervene,staff_behavior,5
cdiN0gHvZo3i64jwS990fQ,Declining,Growth Opportunity,staff_behavior,1
h0tUOsL3sRYVqSQlxWjW5g,Growing,Expand,staff_behavior,3
