review_id,themes
gwbZISfCY8aenXe8mvFOiQ,"service_speed,food_product_quality"
kNx74DAyP4huBdrxnEEr9Q,food_product_quality
2T-x1AkiCMkUrGu_J-5rWA,"staff_behavior,cleanliness_ambiance"
TzqCODk5SNKYBI-hCqw06A,"staff_behavior,pricing_value"
dHXpUaAHHPylpfEGsUgIgA,"staff_behavior,food_product_quality"
t2bkrC1KgdPkp0qQ62TxjQ,"order_accuracy_wait_time,food_product_quality"
CmhdlTSkkJuSzSUyMhY0EQ,"food_product_quality,cleanliness_ambiance"
PHPbpYNhzBRGD7CpJwQm3g,other_none
ijUZeqHTgz_iis59L8q7HQ,"service_speed,order_accuracy_wait_time"
oFpKtjmoMAmHpyU6MdNKzQ,"service_speed,food_product_quality"
oWqvJCsYEHZT11yhnwqF2g,"food_product_quality,staff_behavior"
d9neXdEzE9S6VhlCjI6NSQ,"food_product_quality,staff_behavior"
XaOBMuBobDUm3po81-vRWQ,"food_product_quality,staff_behavior"
URiOcjm-5v-uxw3M4gnOeg,food_product_quality
B7vNbmXDh42K6EqdB85hqg,"service_speed,staff_behavior"
5m9xK5jmV-2oj0JrqjOxIw,food_product_quality
gsQZfCjLxHOdWnvaIYVY7w,"food_product_quality,pricing_value"
IxAZtKSNasVU1X5TAMPu3Q,"pricing_value,food_product_quality"
sgiQmAsjuKWgLEkPx2lTHg,"food_product_quality,pricing_value"
vbXTXVrfQ-cew4m15l7IAQ,food_product_quality
zbINfe_qLaYlqm_IZHm2Jg,"service_speed,order_accuracy_wait_time"
-A2KYbJuX33VB_84YfhMUg,"service_speed,order_accuracy_wait_time"
JJJXMUpW4Vw2puzEvkLFng,"staff_behavior,cleanliness_ambiance"
7Z-3a-hQ0xInDjSMxg22Zg,food_product_quality
k2woW1lVPb6CDsD35Ss6Pg,"pricing_value,food_product_quality"
7VFhmY8UgDiNdV0gzN3Uuw,"service_speed,food_product_quality"
YavZiDYgViBD1I24sKqGYQ,"staff_behavior,food_product_quality"
LuetR_-A_4ZzxaIhmV1tMQ,food_product_quality
cxLGYf5bPU-wsDG5LBUVeg,"staff_behavior,food_product_quality"
rMOr81aMr8a_5_TM-KUj0g,"food_product_quality,staff_behavior"
LZKHm5pi-DtgouDtrIzAfQ,"food_product_quality,pricing_value"
klYmupNXs5W_dF8GxEMJ-A,"food_product_quality,staff_behavior"
96jR1ta5P2B9dK621XuNKA,"staff_behavior,food_product_quality"
3Adi-tfRA-pFTeo8A8IqBg,"staff_behavior,food_product_quality"
EpW_RasCAWOnBaOH4zxVTA,food_product_quality
Su1fSP9FSJMyksHXFlCC6w,"service_speed,staff_behavior"
PGumxbw8Y66uDq73iXF5hQ,"service_speed,food_product_quality"
Uw5-RSfKTIj5f4CWgigmDw,food_product_quality
rTblbtOokTy6XVq79rDgBg,"staff_behavior,food_product_quality"
AhLLvNWimvzPRyRB2zfv3g,"staff_behavior,order_accuracy_wait_time"
pXM88P8T7FXe4XGEPJbq1Q,"service_speed,pricing_value"
q_B888y743XMWFLRVtn5Yw,"staff_behavior,food_product_quality"
UHtOcW0GOu0iBPpcPyLlxQ,food_product_quality
Tg5qsrsyueL0eHkZft9Q8Q,"food_product_quality,pricing_value"
wJdkklC8vR89CAtyjjdmjg,food_product_quality
1JiTDsSUV7OD3RxKyZHC3Q,"food_product_quality,staff_behavior"
IWjSZC0MLEF3gnZEUTnLcg,food_product_quality
mEAubZQKbmIL0Zjmw8Z_rQ,food_product_quality
KRhiZZSCqT56-FajfmBzcA,"service_speed,food_product_quality"
tGRawDgqpt58KUhMk11s6Q,food_product_quality
x9OSrrO9eLQGBI_AhHj-8A,"food_product_quality,staff_behavior"
0SR4WeJ0VfApFAqM0WTycw,"staff_behavior,food_product_quality"
yxwP78EWhtPI0fOIHWtIxg,food_product_quality
kR9Dh40H_0JDB9uOzbEqTA,"staff_behavior,food_product_quality"
4H1qoXel_GoM9o4KXW6ylA,"food_product_quality,pricing_value"
rqeyP7imVNL4V14AKWiqOQ,staff_behavior
ElrtamTGoMuf-4qwCT4CXg,"staff_behavior,food_product_quality"
DnGwzbqK8tq6IkqgjZnNJQ,"staff_behavior,food_product_quality"
Jey6CvWrOuDA7P2bX1sTPg,food_product_quality
l_RP-sQE81LceUaUtwH58Q,food_product_quality
NImmdMzmuIThkaVEVhMP5Q,"service_speed,staff_behavior"
ioN38VkjY160j8EZ_AzwKA,"staff_behavior,food_product_quality"
IF6J8ajv-hHUJ3GSSqOspA,"staff_behavior,pricing_value"
q6LKw7u9UiDFC7BzIXrYGg,"food_product_quality,staff_behavior"
CLHqnvgkhZrSogxWDsQ9Pw,food_product_quality
bo_DAyk6P9cJUkLb0KM_CA,"food_product_quality,cleanliness_ambiance"
k137ISpBSRZ-97rCKqAUAw,food_product_quality
C_hBstbMUp1oB2Iei-AJ7w,"food_product_quality,pricing_value"
DAqi9f1xSxE_wpXZeTYuUg,"food_product_quality,pricing_value"
5x0vdiDfw9H71AWWmP3L7w,"service_speed,food_product_quality"
xsG7m_7nrglV-oqPMz0pEw,"staff_behavior,food_product_quality"
njlKLt45ikoV86sddpZXog,"cleanliness_ambiance,food_product_quality"
yQKht-WENESfKzBQVivJ6w,"staff_behavior,food_product_quality"
cG6qCYWVLCvv-Mp_cs5xaw,"staff_behavior,food_product_quality"
au2t9nLlGLxu_LS9vwogKA,"pricing_value,service_speed"
eyOzRti4NeAyxSfU0yDHVw,"service_speed,food_product_quality"
6cKP_DqmeTK63xoYhz816w,"staff_behavior,food_product_quality"
-_zOkGxdL4tUdktOjtQrMg,"food_product_quality,service_speed"
swvhn-93CzPNzejHRvaNCA,"food_product_quality,pricing_value"
7i8J_bYFqz1Nppi0EwfLuQ,"food_product_quality,pricing_value"
PnzzzCGau1_Y8MqtRh_3Dg,"service_speed,staff_behavior"
QGK9SjVpRIVmyE5xjC-URQ,"staff_behavior,food_product_quality"
Mem2t5f-7wZ862yD6QUfWw,"service_speed,food_product_quality"
qPSGZFwM37fX__RKscee8g,"service_speed,food_product_quality"
4f2anyN4WX0423fumGWPcg,"food_product_quality,staff_behavior"
zFFw85lJaag3kQPpj8QRQQ,"food_product_quality,cleanliness_ambiance"
EEu23zTTjqhuO55kpe_dnA,"food_product_quality,cleanliness_ambiance"
KlIa3He9NuJChymQ2tqyjg,"food_product_quality,staff_behavior"
XnlESGPTrou7iXuswiDc0g,"staff_behavior,pricing_value"
3NxrhkBxhj8gos9RI1JxlA,food_product_quality
a9WcJUvsxgElHVZ2zmBxzQ,food_product_quality
P2igkMiHIY48qG8FO0UCEQ,"cleanliness_ambiance,staff_behavior"
cyc7tasuOj4bwpgJbdX9uw,food_product_quality
Znj6d7nTqLzN1aP6J4xCXw,"service_speed,cleanliness_ambiance"
MQ6E7jv6ift0LuxWlC3wEA,"staff_behavior,food_product_quality"
GxPf3bhVpEIqGHiR6fKG3w,"staff_behavior,service_speed"
1lSTzbySQI7YrK19n0Xjcw,"food_product_quality,cleanliness_ambiance"
kg-6z6YhLt12n23qDtMtDg,"service_speed,order_accuracy_wait_time"
4OqLZ8JI_-YMQ1J8adBikg,"food_product_quality,pricing_value"
6xtTpe0etWZ4I3QCDUuztw,"service_speed,food_product_quality"
6opxgMohlcX7nTCLtGo85g,food_product_quality
u0FlWj1RvrV6tnKd6C3GVw,food_product_quality
G0OJ12oiDkw_D2G-2tiwiQ,"food_product_quality,service_speed"
HzVL7xK1_-clbb_RO66-UA,"food_product_quality,service_speed"
_2rQG9fZc9tz-fexcuf5tA,"food_product_quality,staff_behavior"
zribwHqfZ1I5Fkw2aWnGuw,"staff_behavior,cleanliness_ambiance"
KpHbGCzqm37JfBYMt2xgjA,"food_product_quality,staff_behavior"
TCjGamJOanqoGlD-bu4DWg,"service_speed,order_accuracy_wait_time"
VC4lV1Xz3KF2g4DuJkpDeQ,food_product_quality
jsIUoBJhsis9aBogzVz0fg,staff_behavior
IIWMO1pfAei3c-Mo8I-RFA,service_speed
8zJRhmNlypbNmY5iviOTfQ,"pricing_value,order_accuracy_wait_time"
-QnfLyoKiTnlNd7tDkgsZQ,"food_product_quality,staff_behavior"
MeOYaCb-M9kQPIiP9fNQZA,"staff_behavior,pricing_value"
35DDmig4gAB7-9IEb-_dkg,"food_product_quality,pricing_value"
mr0ZYFbY7AHCkUtv6E8vjg,"order_accuracy_wait_time,cleanliness_ambiance"
Gjll6CaHCdGS9reSu_-0nw,staff_behavior
gKl-fJEkxO18OsDEoe_BxQ,food_product_quality
_2RF4pBk96MX1m6esM7eoQ,"food_product_quality,pricing_value"
j6NmmRU4tij4Vsb4pyQHpw,food_product_quality
0kICicK4mp8DbYB5IPSbug,food_product_quality
7dPYYXAXylizZGzGDDXEnQ,"staff_behavior,food_product_quality"
DEecNGcMckOwgSIO-fjDyQ,"staff_behavior,food_product_quality"
L8x0F0hVbbpSZ65qYxTRfw,"staff_behavior,food_product_quality"
phRWedq1TzocG2KfLXu8cw,food_product_quality
331AwDVvfapAMU49I1vFng,"cleanliness_ambiance,food_product_quality"
xO86DghztJr6HBWFyGWfmQ,"service_speed,food_product_quality"
QwxTfRo8uzy2iSeb4tSelw,"staff_behavior,cleanliness_ambiance"
IoiqOUFUpB3AUMMfQ8QFsg,"staff_behavior,pricing_value"
xnPYsccJEyz0_O9ipIKzlA,"food_product_quality,pricing_value"
EYZ3AyQ3gO92WuNiB7e7Tw,"staff_behavior,food_product_quality"
q4Ib60lC4qweI1q8wW0VTQ,"food_product_quality,cleanliness_ambiance"
_ajX7GORm4Ur2lIzSfHasw,"service_speed,pricing_value"
H-yxoSNv-ARJoOXoONBTyA,food_product_quality
lHIOzSAryaDOXPJ9i89ChA,"food_product_quality,pricing_value"
oF4ahgxVs8RqTYLg6zGMCA,food_product_quality
S-U4WdO71AD8oBnKnyntxA,"staff_behavior,food_product_quality"
3-4xiZOWYk4dFbbSdrZrLw,pricing_value
kFB9dxGT5KnFRNsC30YT3g,food_product_quality
OoIayMEuh0v5izRQXdiolw,"pricing_value,food_product_quality"
NIaxueQP2GIyrKZ1_wAGMA,food_product_quality
P5WEKmBOBQKZFqvlw_BS2Q,food_product_quality
lzB9GLRBZyO6qCCce-S_aw,food_product_quality
Y-4VdrkuHvSRmjeOxd-Jng,"food_product_quality,order_accuracy_wait_time"
jRdBwJ8XsXJj5Yc6Uli0RA,"service_speed,food_product_quality"
Spg63NyFMRgVt8iNjbvvxQ,"service_speed,cleanliness_ambiance"
54VA_j6L2IhLbo7VPajTgg,"service_speed,food_product_quality"
64hJz1AfuB8rOy_VfW6ZvQ,"pricing_value,food_product_quality"
yvAJMyI9_6jkxl9jDIqn7w,"staff_behavior,food_product_quality"
XVyxnom01yLCzMCjp2TPSA,"food_product_quality,cleanliness_ambiance"
7wsW_nj1f0UZEfH3lvhnFw,"food_product_quality,service_speed"
AIlJU-pQ9mcOb-reKoUIsw,"food_product_quality,staff_behavior"
choa3mquLEAiat1Z6QZxJA,"food_product_quality,staff_behavior"
uk_cIKHPRogB4lOdTy_Ytw,"service_speed,staff_behavior"
9PSA4ewl6pYAWRTn7e1FfA,"food_product_quality,service_speed"
EPn2LqyF36Puz_lLnpCi9Q,cleanliness_ambiance
OCmncGmbBfx0pb4Qrww-Mg,staff_behavior
6jDqKQwP4ISy1LhhjFVTaQ,"food_product_quality,order_accuracy_wait_time"
1LhEwmfGJ9gbjrEMNsNmkw,"staff_behavior,food_product_quality"
GceRtm4zwpF_PuHd_yjzPA,"service_speed,order_accuracy_wait_time"
4jUheibPV_RtVnfaNCT8UQ,food_product_quality
AR626vDztj42_8IlrpKXnQ,"staff_behavior,order_accuracy_wait_time"
u4ZBMDyZGu4DopdOWrE3DA,"food_product_quality,pricing_value"
96sK94cnid7Me8wTUjUY3g,other_none
f0WELE1Lh-XQv0U8ES_aSg,"staff_behavior,food_product_quality"
VE9gvahOChLO2wZG3ytmTg,"order_accuracy_wait_time,food_product_quality"
aUMgOWFRuBodAZc7_vwGxQ,food_product_quality
vp5397k5XkJxS_Kbr97Fsg,"staff_behavior,food_product_quality"
RciJzgF_yf2o4mXEkmn-rw,"cleanliness_ambiance,staff_behavior"
zGGg0HQWEGRrC7JlYN5W1w,"cleanliness_ambiance,food_product_quality"
nO9348MYbPJFNNCptKIxQw,"staff_behavior,food_product_quality"
vz-LbXWE2XYajbH8aelMhw,"cleanliness_ambiance,staff_behavior"
A6cMYLlZdZ5hTnv7Rk9NkQ,"staff_behavior,food_product_quality"
wDsr3dJHzbQtHveYT-F8-g,"food_product_quality,staff_behavior"
03bqBx7FF8lxOuIfHWXfbg,"food_product_quality,staff_behavior"
yn8JPICCnpJLGsx1lGSKjg,"pricing_value,cleanliness_ambiance"
J_uti7dHG-aYWy1KfbgCXQ,"food_product_quality,staff_behavior"
1qML3z5puBx-HqdX6eLmcg,"order_accuracy_wait_time,staff_behavior"
cJqBVZBEX0Ya1J0WPfWiKA,staff_behavior
kM1EL7mXKmAv8u-ts4E9Qw,other_none
vmINlqNQ2MCVztK-0_h-7g,"cleanliness_ambiance,food_product_quality"
-hfcybfWPoLlKJDmBpC5cA,"staff_behavior,food_product_quality"
SpqIOYIxF83LVTzrpTJufQ,"food_product_quality,pricing_value"
4vGn5RClQg1VA9mdw_3-Vg,"food_product_quality,staff_behavior"
qsmxc1HVw1Pr5OWuIDluIw,"food_product_quality,staff_behavior"
heLMzMj-um1GI4E6D_8sIQ,"food_product_quality,staff_behavior"
SO4C4yYKnnjR2tzxh6KG4g,"food_product_quality,staff_behavior"
SMOSafALI1s6brrrEjK_Xg,"food_product_quality,staff_behavior"
PxugaHc5gOgkzUZGql837Q,"food_product_quality,staff_behavior"
uZN-mq9AlwWDpyMRtJuzJg,food_product_quality
qOsAk2zvHju_y2jcuzuzEg,"food_product_quality,staff_behavior"
l9URhVfhJ0GiN3-ooQWhrg,"food_product_quality,staff_behavior"
DNlKtyOPm-Uq9sky_7Jxkw,food_product_quality
Dkt6l8gyO6qgu2O1-19KHQ,"staff_behavior,pricing_value"
XNHvOdGfINwxAdiLkUzpqQ,"pricing_value,staff_behavior"
kyD12NahddSZdmtnT1O7cw,"cleanliness_ambiance,staff_behavior"
ZyVNcK0a4F-yuipx-naR4A,pricing_value
VfHP1kOOr5nLW1o7S10F2w,"staff_behavior,pricing_value"
Sz7rhDRYZ6D_5zrNYrbI3A,food_product_quality
C7ZVCqR7Hn-cKw_P-Lz9xw,food_product_quality
D0c-ijYaBitcCxfJ1b7lNQ,"staff_behavior,food_product_quality"
baMyVXVP72Rx6lpfeDhxiQ,food_product_quality
a_jEiijZD8slppcawCsTPw,staff_behavior
VKllOCm_4hZlXkscjkRifw,staff_behavior
rR_4svd4A7R8zZFPLPH5Yg,"order_accuracy_wait_time,cleanliness_ambiance"
QRzaXM-toXOaMcrJGb2EOw,"staff_behavior,service_speed"
QRIQ2LzcodP4SgR_fl-_oA,staff_behavior
xpNl0aDKqrUfTqAH4vEKcg,"order_accuracy_wait_time,staff_behavior"
ic4158ZR-RKyJke20HhkBg,"order_accuracy_wait_time,staff_behavior"
dx2SNYPgStvlptCP6Alckg,food_product_quality
9YW1Ow753s_soa5b91Z6AA,"cleanliness_ambiance,food_product_quality"
AZjB5a0HQrCTYkcOCVjYJg,"service_speed,staff_behavior"
eP2qA9Rf8cyikS5KcM1k7w,"staff_behavior,food_product_quality"
M1HlCItIZyib4tZZQzqklA,"food_product_quality,order_accuracy_wait_time"
RJ1y9BzgQSXxLWlid3F1XQ,"staff_behavior,food_product_quality"
yptyY2fnQD9d_2Ecezrk9w,"staff_behavior,cleanliness_ambiance"
EWn7T2zNPCBS5ef4--KXiA,"food_product_quality,pricing_value"
6-oTUtEIJluglRQmZ0-yQg,"food_product_quality,service_speed"
SVLLNaMAeUAuWyr8PdxOcA,"staff_behavior,service_speed"
cPa0HnMFNwZEBQIkqgfF-w,"food_product_quality,service_speed"
2cjyRj82VYaPhUhmO4vi3g,food_product_quality
lT6Wh032um2EMj4pZPabOQ,"food_product_quality,pricing_value"
adwLUC3furbYF3ijfGMwQg,"order_accuracy_wait_time,staff_behavior"
CDhXL4Jt-vNG8ZY88gaFyg,"service_speed,staff_behavior"
aUFDOHYOqMMYXg2G_rZA6g,"staff_behavior,food_product_quality"
Owl6kZQ6Tvlb6A3UZQTFMQ,staff_behavior
-E8NaMpvdqcf8Z231Rb5DQ,"food_product_quality,cleanliness_ambiance"
71s0VWNU0OKp2Ri9RLyY-Q,"staff_behavior,food_product_quality"
svICk-d9XsY-Y90rTJqcMQ,food_product_quality
oFN7M4EKqtSVlo8tHreNaA,"staff_behavior,food_product_quality"
gFomxUVWsPSmet3G-nmV6g,"order_accuracy_wait_time,food_product_quality"
AJb1DGMBcEG1M9aTAU-i4A,"staff_behavior,food_product_quality"
5WsMUjawy2CRGtT4Lbq5dQ,pricing_value
E20SXbHPcLZ_QxsWnSuozA,food_product_quality
zZ2K1tt6fxdwEMJFVN0mYA,"staff_behavior,food_product_quality"
q8aTaQLDsqE_voALKmOm6Q,"service_speed,food_product_quality"
7asPtFAw075CexByG5bPbw,staff_behavior
FMy1vPJGOnNwRApb_cAiFQ,"service_speed,food_product_quality"
vZTUZDrUNS1eke5WAZx4uQ,"pricing_value,food_product_quality"
LTfwxiURLqf-fl9UErcE0w,"service_speed,food_product_quality"
PrcoLKHwsNqq5QN71BfEAw,food_product_quality
j0xXeuD8qBvv7hSWu6gtPg,"order_accuracy_wait_time,staff_behavior"
J3TAuevGwM30ZyWXru1Dbw,food_product_quality
3CAFoi7kY33JyJFDLSD3ZA,food_product_quality
_WHeBnP5x6pePC2QJLCMFA,"food_product_quality,order_accuracy_wait_time"
MgOuZvNG-4xaSteVr9RGNA,cleanliness_ambiance
NVC93H637aNMidyspoUDXQ,"service_speed,food_product_quality"
DO0iE38j6rLlnQunxm-lxA,food_product_quality
_Njb2k5UtFyB2Vsu3WR4EA,"food_product_quality,staff_behavior"
W1IbhDvRr2FlWPR4LVSzmQ,food_product_quality
AFrDfz-EBA_i7VELgj_qlw,"food_product_quality,pricing_value"
p_GK6SCMSh9UIhenQ7qCuQ,"food_product_quality,pricing_value"
Blg0GY2J3NqxSebxcxaAtA,"food_product_quality,pricing_value"
tGCojIjl5V50Wek2MxPP9Q,"service_speed,food_product_quality"
AGokLKpL8WQfHYrRuhHbyA,"food_product_quality,staff_behavior"
pA98tgPpbpZX6DBhfl2V1w,"service_speed,staff_behavior"
as-zTscf1gjMeFLn_dHyjg,"staff_behavior,food_product_quality"
zg_4_eh7hdgfwMHcYmB9Yg,food_product_quality
UF1g9Dz1Z0J5bwH_hv9K4w,"staff_behavior,food_product_quality"
B3j0Nov3LtcZ5H0Qzj0GMQ,"service_speed,food_product_quality"
On5rHoAVBInyOCoacPc0_g,"food_product_quality,pricing_value"
qenGX24NZ2luZkSU6iuZZA,"service_speed,food_product_quality"
fgmB5zyKeG0PnPUbNG6dcQ,"food_product_quality,staff_behavior"
ndrYhtV1fWXbp5hPvWI1cA,"staff_behavior,service_speed"
8yXpFmzOp1vsWMenj99eFA,"staff_behavior,service_speed"
iABM7yliOxAOOCP2f2Kwew,"food_product_quality,service_speed"
I-t8MfrmV4ny9e6fHJkchA,"food_product_quality,service_speed"
7ap4y0CUs0lt7_Eagv-qUQ,"staff_behavior,service_speed"
hVgOpWZzQOrXEjifTjf8zA,"staff_behavior,cleanliness_ambiance"
o7MJICTA-mXLYVPDWXRjkg,"service_speed,staff_behavior"
9hYJXPxiIe15PcPqF4ScGQ,food_product_quality
4r74bSIG55NuoTWQ9Y8MhQ,"food_product_quality,cleanliness_ambiance"
i1o-aaS-qWMAlI3Mrv39Yw,"food_product_quality,staff_behavior"
BbkSSKmLR3o0fkeOYIX15Q,"food_product_quality,staff_behavior"
otW1-hDSO7tvQbRXs2S9nw,"staff_behavior,cleanliness_ambiance"
hp3SNVDiVDmLSHQCjF5p8A,food_product_quality
2jt_Pui7umo7dOi87_DOTg,"food_product_quality,service_speed"
0wORsFLCjucCOSHZkBSBYQ,food_product_quality
2-j71bGBPR7noQ57HfZQ5Q,"staff_behavior,food_product_quality"
ESanDxF5OTurVClOiyRycg,food_product_quality
9i5NOzGTsUkyFbw7gYmjHw,"staff_behavior,food_product_quality"
PKf1UP_WytnQSwb-_Cmv9g,"food_product_quality,pricing_value"
h6d0p14y1aOi6zDYKWTNHg,"food_product_quality,pricing_value"
aQz5W2wRYZUvnFh5c_9dnQ,"food_product_quality,staff_behavior"
-JwG_hqyl2iIFIAeRsPpDw,food_product_quality
d83hHkhUQEjX2dJOlUcHhQ,"food_product_quality,staff_behavior"
BzsFeJUByFojD_eBhLd94g,"food_product_quality,order_accuracy_wait_time"
o0FhgBI6gScivYHeSTa4qQ,"food_product_quality,staff_behavior"
if3ezB1unKHdoh--43VSng,"food_product_quality,staff_behavior"
NPT06f9xcUB0obh4MyY7tg,food_product_quality
iW4q3xqQsfm_qx9AMgwXFA,food_product_quality
JHqG4E7CfGteLUQMkS-rCg,"food_product_quality,service_speed"
kHrQU_foklc2tJSjm0-WCg,food_product_quality
s2FaWTRRM2mpY6ihVFpsRQ,"service_speed,order_accuracy_wait_time"
dn9lBoAEfOWuQdEOLdw3Yw,"food_product_quality,cleanliness_ambiance"
3XG-CqGlLPhdkaIDNoSSRw,"staff_behavior,cleanliness_ambiance"
WZTpwnVJXDq3ZGoU2Wvj8Q,"food_product_quality,cleanliness_ambiance"
aqDuGkVXBE0xLYNLKMhVlw,"staff_behavior,cleanliness_ambiance"
gheVcp2MwlcQ_d5DBqsh5Q,service_speed
6ZRRavBssJlAIINRdCAO_w,food_product_quality
CTlvsDc5GWxXik4XSv0DIA,staff_behavior
-gLbrMnmGF6vm66NqQtzUw,"service_speed,pricing_value"
OFNT8GpUP9vRhlRvolP1cQ,food_product_quality
Uc2_2oUXuc30mDaJBAKmPw,food_product_quality
v2mCL9Cnm7NDZKuVJyKzpw,food_product_quality
yHHO6N5_hrtnFma1wWij0w,food_product_quality
-6AwZo_4SHIt3ZvE8VtsDw,"staff_behavior,service_speed"
iUtAqDhgfwOSVB00PVNzwg,"pricing_value,staff_behavior"
uONxVAd8eJiZCx03ed0k3g,food_product_quality
9b0jyHZuXYA_oSDkaZ9GKA,"staff_behavior,food_product_quality"
8VG2pbqpoAGPWB9uT07kWg,food_product_quality
zohKKSZ_2MlMhi9TiQyjxw,"pricing_value,food_product_quality"
STtCCGy5eWWuj-EZHYJZEQ,"pricing_value,food_product_quality"
8A4ELvZddMjM1hZ5Xt6CXw,"food_product_quality,staff_behavior"
r6GkvLrlrApjbhn6vN341Q,"staff_behavior,pricing_value"
31SsSeb5UkUlndZyTCmAqg,"staff_behavior,food_product_quality"
jDtn3mk55GI0V-d0BNmp3Q,"service_speed,staff_behavior"
kwSdPKLdNQnAboBudO3TfQ,food_product_quality
Vgy0AhVcMW-gTxkSOvMaLw,food_product_quality
e2hXU4DsFxDcNELi7soHOg,pricing_value
UHktCbpSpUwgKJeahomYlQ,"staff_behavior,cleanliness_ambiance"
CW4SHvGhqcBYD-JXGyYYYg,order_accuracy_wait_time
PWkHy4a2rnBc6b0BER40Og,"staff_behavior,cleanliness_ambiance"
aM-nuxe-qcK9881Gx00U-w,"service_speed,staff_behavior"
2QACGnugvZiv_E0OrklfQA,"food_product_quality,cleanliness_ambiance"
vMWFJIRWInZXLrNJQgF3RQ,"service_speed,pricing_value"
fjUNnPCkIWOVmzUAocoUjg,staff_behavior
EnKw4g0I2fo_X0nguuFIbA,staff_behavior
QPpwuemnjOjxXoJHqyL2fw,staff_behavior
D6G0Y8soFSHMoLj0XctmZg,"pricing_value,food_product_quality"
SCbvBKuks_-Tl6NGttSlzw,order_accuracy_wait_time
TCR-uLClL03NDktE_nBx6g,food_product_quality
VmeBlS4WJP5EMsAdiu6rAA,"staff_behavior,cleanliness_ambiance"
Y6Wtw8-0krPzF2wzozr3og,"service_speed,staff_behavior"
SHMGtDJQfYvHE45PEUO66g,food_product_quality
buHKrjH0SQDBwvZgjNEcZA,staff_behavior
sKiLMUpkTY2o7dOWkgzJOw,"food_product_quality,pricing_value"
8DpCWc8MwdEgtkxKImz_WQ,"food_product_quality,staff_behavior"
GH-2Ex93MiF3Z0STqSB9IA,food_product_quality
H8ykkwgovnyYk9dDMmc84Q,food_product_quality
sGFWlcgn3sVCCwNVk6B_iQ,food_product_quality
cx86ItboJ56xxdBhWxMs2w,"food_product_quality,pricing_value"
2g-0N56N7gXwOC8IaoLhbg,"food_product_quality,order_accuracy_wait_time"
0QvKNVjMlDmAIeNj03TPIg,"service_speed,staff_behavior"
xRdNNe7DyehTnL-R9ycTJg,food_product_quality
ojIVimFF8_M87WTa9PHXCA,staff_behavior
2FZjUWE5QQi_MafFAb7M8w,"service_speed,cleanliness_ambiance"
