review_id,user_id,business_id,stars,useful,funny,cool,text,date,period,merchant_status
ljWJ13-tfH0J8VxasxSfGg,QRC9E3SbLypLr8O5Fd57Sg,1B6S6XDoX1fWnQI0_K1b1Q,4,0,0,0,First stop during our walk around Savannah downtown. Love that the area is open container and we can enjoy the outdoors while sipping on refreshing cocktails or libation of choice.,2021-07-10 17:46:48,earlier,Growing
I6bhszbD-aPbSdd88VPf_A,ECHRgE3fVORIedmj3OkzsA,1B6S6XDoX1fWnQI0_K1b1Q,5,1,0,0,"We came across this bar on our last day in Tampa. We decided to rent a bird scooter -which was a ton of fun- and sight see, when I saw this big, beautiful lit up sign that said Gin Joint. It literally made me stop in my tracks, being that Gin is pretty much the only type of alcohol I drink, and decide to pop in. 

When you go in through the first set of doors you are greeted by two hostesses and a doorman. They were incredibly warm and friendly. They gave us some information about the place and allowed us to take a peek inside. It was beautiful, the light was dimmed just perfectly, beautiful suede couches to eat at, regular tables as well, nice art and lighting and a gorgeous, long bar with so many different varieties of Gin. They do have other types of alcohol as well but if you're going somewhere called the Gin Joint, you should definitely try a gin drink. 

If nothing on the cocktail menu screams to you, ask the bartender to make you something along the flavor profiles you do like. They are REAL bartenders. He was amazing! I tried a cocktail on the menu that had cucumber and lemon and it was incredibly refreshing. However, I gave the bartender free reign on my next drink and it was, by far, my favorite gin drink EVER -and I've had a lot of gin drinks lol.

The staff was extremely warm and attentive. The bartender was pretty funny and I loved his candor. The bar was completely full and we were lucky enough to have a wonderful couple next to us that we spoke to the entire time. Oh! And one of the best parts was that they had live music. They had a soulful band playing and singing live. It was music we all new but more of an RnB/ballads playlist, perfect for the ambiance. 

Unfortunately, we didn't get to try the food because we had just previously eaten a big meal but I WILL be back because it looked and smelled amazing. All in all, the staff was attentive and warm. The drinks were amazing, as was the vibe. I definitely recommend adding this as a must visit while in Downtown Tampa but if you can MAKE RESERVATIONS. The hostess did tell us the actual tables do book up way in advance. The bar, however, is first come first serve.",2021-07-09 13:33:29,earlier,Growing
UHRouHBxjdL9_vRE452aOQ,V7CbNOP6ayFb82C1O-TXtQ,1B6S6XDoX1fWnQI0_K1b1Q,5,0,0,0,"Had a Spectacular evening last night!  Our waiter, Ki, the food, the entertainment & manager Brent all exceeded our expectations. This is an absolute must dining experience in Tampa.",2021-07-02 12:28:32,earlier,Growing
jo0Dv6XtK6h81jIxrxWV8w,BuXpD3cB-D4OY81JHcjEfA,1B6S6XDoX1fWnQI0_K1b1Q,5,0,0,0,I have to say this place is spectacular.  Make a reservation.  The evening started with top notch host staff.  We did not have a reservation another party of 2 canceled and they were able to accommodate us.  The evening continued to get better from there our server was amazing and food delicious.  The Live music and decor went together perfect.  When in Tampa again we definitely will be back.,2021-06-19 23:31:45,earlier,Growing
2Y4bCyURdWJswn9X0tPTdg,uv6xxUPj7uhHn5EBQSNrgg,1OfhM-ZKvcpxyxptCCzEwA,5,0,0,0,Great atmosphere and good beer selection. Staff is friendly and the weather was amazing!,2021-07-18 18:06:45,earlier,Declining
Ka_ERhEOc0xJUpkcrYwkEw,V-PszjMFV1xvdSMpsBwy7A,1OfhM-ZKvcpxyxptCCzEwA,5,0,0,0,The Founding Fathers would definitely approve. High praise for this little slice of paradise. Brady and Elise kept us entertained with impeccable service and good fun. Go and have fun!,2021-07-16 12:38:05,earlier,Declining
GnNFeuLBfaTgW1ttFX20lw,V-PszjMFV1xvdSMpsBwy7A,1OfhM-ZKvcpxyxptCCzEwA,5,0,0,0,The Founding Fathers would definitely approve. High praise for this little slice of paradise. Brady and Elise kept us entertained with impeccable service and good fun.,2021-07-14 22:40:09,earlier,Declining
zH-SEFwbTuJESYoGiNq4Mw,5vDdP1C1mQrYAPjQFtYCLg,1OfhM-ZKvcpxyxptCCzEwA,5,0,0,0,Honestly such an amazing place! In the center of downtown and has a true Philly charm! Right next to independence Hall and the Liberty Bell! Great place to stop by while site seeing! Elise is amazing!!,2021-07-07 02:59:21,earlier,Declining
0mGZk8GbVwazdCaf9Fl8rQ,S4TIcB4ktYcPAW9LmgfuqQ,1OfhM-ZKvcpxyxptCCzEwA,5,0,0,0,This is an amazing place to hang out with your mates for just a nice kick back night or if you want to go hard. But this is all thanks to their star super employee Elise. She is hands down the kindest and just most amazing person in the world. Thank you for the good times Elise.,2021-07-07 02:58:46,earlier,Declining
qVYqL-69jjhLIDQ_E4GsUw,bWxViyH4KxIkHDGI1bz-dw,1PMlvTeQr3BpTm6GqOEckQ,1,1,0,0,"If the word ""disappointment"" had a physical manifestation, it would be the Tampa Bay Airport Panda Express. Not only was the food sub-par for a Panda Express, which I recognize as not authentic already as it is, but it came in very disappointing proportions, they were cooking a fresh pot of chow-mein as I ordered and instead of waiting 30 seconds, or even dishing my meat up first, the server took a spoon out from under the counter to scrape the scraps out of the bowl, into my tray. Then to proceed by closing it and I essentially ended up with 1/3 of the chow-mein you would normally expect. Plus to top it off it was the trash off the bottom that you couldn't even eat with chopsticks. The orange chicken and Beijing beef were a little soggy. But lacked a lot of the flavor that other Panda locations provide. Overall extremely disappointing experience today. Unacceptable. Is the only word I can think of to use to review this branch of a normally decent franchise.",2021-04-30 21:48:27,earlier,Stable
EECnKqOZwgb0YCZZIumDAw,IKAeleSrXb9TDyPsbvNq6g,1XQWvgGDqzDoEOg0_7eWKA,5,0,0,0,"Amazing experience out in the patio covered space during a white out storm over looking Channelside.

Sit in the couch space by the wall just the two of you, it's refreshing. 
Food was delicious and drinks were so creative.

I paired the vegetable croquettes with the french fries.
& as for drinks my favorite was Lavender Fields.

Valet is an option but they don't validate. So the best option is around the corner in a $2/hr city garage.",2021-07-05 03:49:35,earlier,Declining
lOiIDa414fAgULXW7uTLCA,IKAeleSrXb9TDyPsbvNq6g,1XQWvgGDqzDoEOg0_7eWKA,5,0,0,0,"Amazing experience out in the patio covered space during a white out storm over looking channelside.

Sit in the couch space by the wall just the two of you, it's refreshing without getting drenched.


Food was delicious and drinks were so creative and delicious. Great experience!
Park in the City garage for $2 n hr or you can do valet.",2021-07-03 15:08:25,earlier,Declining
yAhTlL2iDiGdvt8QPk4LLA,zFoTTLsn9txpTYPFZBXVmg,1XQWvgGDqzDoEOg0_7eWKA,2,0,0,0,"The potential for SIX palpable but the execution is lacking from top to bottom. For the price points you expect solid service and a somewhat upscale dining experience but in reality SIX is an overpriced poolside restaurant. For context, we were a table of 5 with the dining room at ~25% capacity. It took a solid hour+ from putting in orders for drinks and apps to actually receiving them (both) which was the first red flag. Then when they did arrive everything was incredibly underwhelming. The shrimp ceviche is clearly previously frozen, potentially previously cooked shrimp in some sauce. The chicken meatball was pretty good and the same goes for the crudo. The drinks were outrageously priced given the quality and actual quantity in each glass. Not relevant to the review but the waiter provided a kids menu along with regular menus for what was clearly a business dinner. 

Given that we were over 1.5 hours in, at this point we decided to audible somewhere else for dinner. When you sit down and look around you can't help but feel like you are in a fancy cafeteria from the tables, to the lighting in the room, to people walking through in bathing suits w/ towels. 

Hoping they are working through some of the kinks that come with opening a new restaurant but had high hopes given the reputation of JW's. For the price point there are numerous better options around Tampa.",2021-06-25 20:19:01,earlier,Declining
gwbZISfCY8aenXe8mvFOiQ,cUEbEK7wh6t_tFBU8-n-5Q,1XQWvgGDqzDoEOg0_7eWKA,1,1,0,0,"Horrible food and slow service. My sister and I went there for lunch, we chose to sit at a high table by the bar since the dining room was empty. I have ordered a burger, it took nearly 40 min to get our food. The wait was ridiculously long for a burger and an appetizer plus the stools were  so uncomfortable.  The burger was medium rare instead of medium well, the bottom bun was soggy and drenched in oil. Let's not forget about the horrendous cheese which I had to scrape. I hate to write a negative review but charging $19 for a tasteless burger is outrageous.",2021-06-11 04:32:29,earlier,Declining
kNx74DAyP4huBdrxnEEr9Q,E8G8_wQDIYVosKLsMKA_Og,1XQWvgGDqzDoEOg0_7eWKA,3,0,0,0,"Pretty average . Not too many options near the Marriott.  The rib eye was good but it was cut in half , not sure if the chef knew how to cook the steak correctly.. they say thats how they present their steaks . The clam chowder was pretty salty also",2021-06-09 11:59:49,earlier,Declining
2T-x1AkiCMkUrGu_J-5rWA,ZuJDFlzj8Es8gvpok3eN8Q,1qw5dIsQPNGLOwnuP7Wj1g,3,0,0,0,"Enjoyed bowling on Father's Day with Hubby & Kids. Nice atmosphere, very clean. 2 Down faults, the women & men restrooms are located in the same enterance area. The bartender/food order taker, didn't wear gloves when she touched the fruit as she made drinks. She collected money/credit cards, punched the orders in on the computer and grabbed the fruit with the same hand. She was awesome though, she did it all. I left this message for the manager.",2021-06-21 22:56:41,earlier,Growing
TzqCODk5SNKYBI-hCqw06A,EpndwBCEnhkkUBSxv4QZ0g,1qw5dIsQPNGLOwnuP7Wj1g,1,1,1,0,"Came here to bowl, play shuffleboard, bocce, pool...
PROS:
Atmosphere 
Food 

CONS:
 Rude employees (manager, bouncer, shoe people)
Pins don't set correctly (bowling at 7 pins)
Drinks $$$ and mostly ice 

I won't come back, the people  running this place don't care about customer service, they made one our little kids move to different seating and yelled at them when using the ATM to play the broken hockey game",2021-04-05 01:08:05,earlier,Growing
dHXpUaAHHPylpfEGsUgIgA,aZvD1IhpO_RP8VEAgdRBew,25sLng-w7vBXbZfyBNeOWg,5,1,0,0,I just started coming to this deli and I love It! Didn't realize the hours changed and came in right after closing and they still got my order. Super nice! And Great food! Wish I found this sooner!,2021-06-16 21:54:45,earlier,Stable
t2bkrC1KgdPkp0qQ62TxjQ,6uNH0CIK0uNGpCTg_O9HMw,2VuOLrhe2Iu_FRz1gEIqQA,4,4,0,1,"You know I've always loved the devil crabs and cuban sandwiches at Michelle's. Now I cant stop thinking about the lemon cake! I remember when she first started the business and was located on 15th street in East Tampa when I was a little girl. I was delighted to hear of her location that opened on Ray Charles Blvd, that is now closed. The current location is closer to the Clerk of Circuit Courthouse in downtown Tampa and provides minimal and frustrating parking as most downtown locations. One thing that has not changed over the years is the extensive wait time to receive your order. It does not matter if you call ahead, do expect to wait an additional 15-30 minutes to receive your sandwich. I'm not sure how to get around this unless you call in and wait another 45 minutes before picking up your order, in efforts to minimize the wait and save on time. The sandwiches are crafted by Michelle and draw a consistent crowd, the new location is bright, spacious and roomy for groups, but the never ending wait times are just a turn off for me.",2021-06-02 03:42:57,earlier,Growing
CmhdlTSkkJuSzSUyMhY0EQ,wIJVMqnFDT46IWtab8I2Bw,2VuOLrhe2Iu_FRz1gEIqQA,5,0,0,0,"The Cuban bread is seasoned  sooo much flavor in this Lois & Clark sandwich.. the restaurant is big, clean & the service is great. I highly recommend!",2021-05-10 15:37:11,earlier,Growing
